timestamp,altitude_diff,altitude_diff_smoothed,slope,AU_Factor,MgII_Index,MgII_Flag,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_flag_flag,irr_284_flag_flag,irr_304_flag_flag,irr_1175_flag_flag,irr_1216_flag_flag,irr_1335_flag_flag,irr_1405_flag_flag
2024-07-28 01:36:52.368420864,0.0876658519468378,0.0568314613369749,-0.0103496610681855,1.0311003301587303,0.36673875243386245,0.0,0.00015177537037037035,0.00015074846031746034,0.0005999341322751322,0.00011519751851851852,0.009551080793650794,0.00029406397883597886,0.00017646385714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-28 04:46:54.368420608,0.0240218648660288,0.0464818002687893,-0.0103496610681855,1.0310731592592592,0.36628845851851854,0.0,0.00015018403703703702,0.00015390457671957673,0.0005929899894179894,0.00011196886772486773,0.009508487555555554,0.00028793784126984127,0.0001683416507936508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-28 07:56:22.944444672,0.0564127431334782,0.0361321392006037,-0.0103496610681855,1.0310459175531916,0.3658874640425532,0.0,0.00014918569680851063,0.0001527939255319149,0.0005844784414893617,0.00010991188829787235,0.009334831829787234,0.00028452872340425526,0.0001653772765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-28 11:25:38.333333760,0.0824289416678993,0.0257824781324181,-0.0103496610681855,1.0310156728723405,0.3674414042553192,0.0,0.00015128421808510638,0.0001547301914893617,0.0005999952180851064,0.00011368938297872339,0.009434168808510637,0.0002937979946808511,0.0001729789840425532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-28 14:17:00.052631296,0.0090893288720508,0.0154328170642325,-0.0103496610681855,1.030990714814815,0.36841322481481487,0.0,0.00015234387301587304,0.00015744843915343915,0.0006092725873015872,0.00011399508994708993,0.009576351105820106,0.00029615002645502644,0.00017297385185185187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-28 17:22:54.823529216,-0.1044279201627205,0.0050831559960469,-0.0103496610681855,1.0309634941798942,0.36677650005291,0.0,0.0001503455291005291,0.0001543270423280423,0.0005927845661375661,0.00010991291534391534,0.009468323455026455,0.00028425444444444447,0.00016890306349206347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-28 20:41:03.600000000,-0.0516392426643506,-0.0052665050721386,-0.0103496610681856,1.0309343507936508,0.366665192513369,0.042328042328042326,0.0001497716951871658,0.00015445363636363638,0.000592242385026738,0.00011073753475935828,0.009483940213903743,0.0002819460588235294,0.0001666425721925134,0.042328042328042326,0.042328042328042326,0.042328042328042326,0.042328042328042326,0.042328042328042326,0.042328042328042326,0.042328042328042326
2024-07-28 23:37:40.705882368,0.0328261790709802,-0.0257607558005256,-0.012494885878996,1.030908190425532,0.3666863841489362,0.0,0.00015007660106382978,0.00015635089893617022,0.0005874053989361702,0.00010986549468085106,0.009488019787234042,0.00027984226063829787,0.0001662110744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29 02:47:07.210526464,-0.0229144932936264,-0.0307305295995049,-0.0110688874595189,1.0308799296296294,0.3675585452910053,0.0,0.00015145230158730157,0.00015612942857142856,0.0006022469947089947,0.00011450522751322751,0.009564181465608466,0.0002894447354497355,0.00017138705820105823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29 05:57:09.052631552,-0.0795597973631743,-0.0394868012394559,-0.0085970558242848,1.0308514751322753,0.36656420206349205,0.0,0.000149473291005291,0.00015679926984126985,0.0005889461640211641,0.00011096280423280423,0.009468760624338626,0.0002809014021164021,0.00016761757671957672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29 09:12:53.285714176,-0.0247989971920787,-0.0540860517294233,-0.0061456101123169,1.0308219386243387,0.36621710693121695,0.0,0.0001490244285714286,0.00015523562962962964,0.0005829557724867725,0.0001087492328042328,0.009284331793650792,0.00027938435449735447,0.0001667439417989418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29 12:27:13.529411584,0.0345530059907446,-0.0650044024658095,-0.0063123760992343,1.0307924478723405,0.36749000521276587,0.0,0.0001505636436170213,0.00015513500531914894,0.000599056670212766,0.0001144617925531915,0.009494320335106382,0.0002898573776595745,0.00017730812234042554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
