timestamp,altitude_diff,altitude_diff_smoothed,slope,AU_Factor,MgII_Index,MgII_Flag,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_flag_flag,irr_284_flag_flag,irr_304_flag_flag,irr_1175_flag_flag,irr_1216_flag_flag,irr_1335_flag_flag,irr_1405_flag_flag,estimated_slope,slope_difference,YEAR,DOY,Hour,Scalar_B_nT,SW_Proton_Density_N_cm3,Kp_index,Dst_index_nT
2024-10-06 02:00:33.526315520,-0.8177978990212864,-0.7950667066409981,0.0108417018056106,0.999611297393617,0.3847542251724138,0.2978723404255319,0.0001773534608333,0.0001987129195238,0.0006373452639285,0.000123914874238,0.0102847066249999,0.0003051141607142,0.0001957656489285,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,0.0124202288624066,-0.001578527056796,2024.0,280.0,2.0,7.933333333333334,3.1333333333333333,5.666666666666667,12.666666666666666
2024-10-06 05:10:35.473684224,-0.8763930407957332,-0.7975418193528742,0.0056966166748784,0.999611297393617,0.3847542251724138,0.2978723404255319,0.0001773534608333,0.0001987129195238,0.0006373452639285,0.000123914874238,0.0102847066249999,0.0003051141607142,0.0001957656489285,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,0.0115300966440046,-0.0058334799691262,2024.0,280.0,5.0,7.699999999999999,3.266666666666667,9.666666666666666,18.0
2024-10-06 08:09:11.571428864,-0.7447599566396548,-0.7600629466323375,0.0062224081021497,0.999611297393617,0.3847542251724138,0.2978723404255319,0.0001773534608333,0.0001987129195238,0.0006373452639285,0.000123914874238,0.0102847066249999,0.0003051141607142,0.0001957656489285,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,2.2127659574468086,0.0116879826448821,-0.0054655745427324,2024.0,280.0,8.0,11.299999999999999,8.066666666666668,19.666666666666668,34.333333333333336
2024-10-06 11:27:07.588235520,-0.726717140698554,-0.7514466867341222,0.0196515279386593,0.9989996740425532,0.3784027460000001,0.3829787234042553,0.0001735661126373,0.0001871585821978,0.0006062605996703,0.0001193431460989,0.0099957805604395,0.0002926154506593,0.0001902434130769,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,0.0069184119826998,0.0127331159559594,2024.0,280.0,11.5,13.025,10.4,20.0,33.5
2024-10-06 14:30:41.157894656,-0.7689341793712856,-0.7464101927437493,0.0225036125616393,0.9989996740425532,0.3784027460000001,0.3829787234042553,0.0001735661126373,0.0001871585821978,0.0006062605996703,0.0001193431460989,0.0099957805604395,0.0002926154506593,0.0001902434130769,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,0.0104080640949658,0.0120955484666734,2024.0,280.0,14.5,14.524999999999999,10.225,30.0,33.75
2024-10-06 17:29:27.874999808,-0.8417428377385932,-0.7324565129971082,0.0201676644679935,0.9989996740425532,0.3784027460000001,0.3829787234042553,0.0001735661126373,0.0001871585821978,0.0006062605996703,0.0001193431460989,0.0099957805604395,0.0002926154506593,0.0001902434130769,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,0.0096550510416753,0.0105126134263181,2024.0,280.0,17.5,14.75,9.5,33.0,25.75
2024-10-06 20:46:07.923077120,-0.6066421795683823,-0.700207117625919,0.0179268225209133,0.9989996740425532,0.3784027460000001,0.3829787234042553,0.0001735661126373,0.0001871585821978,0.0006062605996703,0.0001193431460989,0.0099957805604395,0.0002926154506593,0.0001902434130769,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,0.0098324601804153,0.0080943623404979,2024.0,280.0,21.0,13.133333333333333,10.133333333333333,42.333333333333336,1.6666666666666667
2024-10-07 00:00:46.947368448,-0.6274541815645307,-0.6761303413935404,0.0256899624082801,0.9989996740425532,0.3784027460000001,0.3829787234042553,0.0001735661126373,0.0001871585821978,0.0006062605996703,0.0001193431460989,0.0099957805604395,0.0002926154506593,0.0001902434130769,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,2.0638297872340425,0.0097620799799669,0.0159278824283131,2024.0,280.6666666666667,8.0,12.866666666666665,11.033333333333333,51.0,30.0
2024-10-07 03:05:48.777777664,-0.7072503192957242,-0.6668533886686925,0.0236681141474368,0.9989244101058202,0.3774862402116402,0.0,0.0001731169777248,0.0001856228189417,0.0006079139988888,0.0001191026348571,0.0099837231851851,0.0002922514797354,0.0001928271719576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097557533960366,0.0139123607514001,2024.0,281.0,3.0,10.433333333333332,26.133333333333336,49.0,25.333333333333332
2024-10-07 06:06:24.000000000,-0.6922147813015158,-0.6510051325615854,0.017864949206312,0.9988511618617022,0.3766286681914893,0.0,0.0001706739539361,0.0001833426329787,0.0006044277818085,0.0001182637567978,0.0098850249228723,0.0002909274725531,0.0001916833411702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090234783149368,0.0088414708913751,2024.0,281.0,6.0,8.833333333333332,25.266666666666666,35.666666666666664,20.0
