month,storm_peak_GW,storm_mean_GW,storm_integral_GWh,quiet_mean_GW,quiet_start,quiet_end_exclusive,closest_quiet_mean_GW,closest_quiet_start,closest_quiet_end_exclusive,EUV_average_GW,EUV_maximum_GW
2405,1320.3439525933886,504.19428441231275,18569.605046019755,19.23642465449252,2024-05-05,2024-05-10,109.28624008561768,2024-05-02,2024-05-03,531.4,597.4
2410,1758.142271331632,327.9259969196308,12111.05533454435,70.62763625428424,2024-10-05,2024-10-10,93.87286013254727,2024-10-08,2024-10-10,564.3,577.1
