UTC_Time,YEAR,DOY,Hour,Scalar_B_nT,SW_Proton_Density_N_cm3,Kp_index,Dst_index_nT,Datetime,UTC,PCN,heat_flux,integral_heat_flux,energy
2024-05-10 12:00:00,2024,131,12,3.5,2.9,37,-7,2024-05-10 12:00:00,,2.2016393442622952,68.53130916420318,0.0,0.0
2024-05-10 13:00:00,2024,131,13,3.2,3.2,37,-8,2024-05-10 13:00:00,,2.706393442622951,89.15490102687451,78.84310509553885,78.84310509553885
2024-05-10 14:00:00,2024,131,14,3.7,5.1,37,-1,2024-05-10 14:00:00,,3.2532786885245906,116.65644034533729,102.9056706861059,181.74877578164475
2024-05-10 15:00:00,2024,131,15,2.5,14.2,77,13,2024-05-10 15:00:00,,2.1552459016393444,75.06730998898146,95.86187516715938,277.61065094880416
2024-05-10 16:00:00,2024,131,16,2.8,15.6,77,18,2024-05-10 16:00:00,,0.7790163934426229,29.3251329384574,52.19622146371943,329.8068724125236
2024-05-10 17:00:00,2024,131,17,15.5,29.1,77,61,2024-05-10 17:00:00,,1.4259016393442625,73.01538840741736,51.17026067293738,380.977133085461
2024-05-10 18:00:00,2024,131,18,31.1,32.9,87,-36,2024-05-10 18:00:00,,12.954754098360656,881.9133087922603,477.46434859983884,858.4414816852998
2024-05-10 19:00:00,2024,131,19,31.1,35.2,87,-135,2024-05-10 19:00:00,,11.050163934426228,663.4079596818058,772.660634237033,1631.1021159223328
2024-05-10 20:00:00,2024,131,20,32.7,48.1,87,-165,2024-05-10 20:00:00,,10.292131147540983,590.5729999957,626.9904798387529,2258.0925957610857
2024-05-10 21:00:00,2024,131,21,41.6,32.6,87,-287,2024-05-10 21:00:00,,12.122622950819673,808.7423216242947,699.6576608099974,2957.750256571083
2024-05-10 22:00:00,2024,131,22,59.5,20.1,87,-351,2024-05-10 22:00:00,,10.87950819672131,715.3026712510078,762.0224964376513,3719.772753008734
2024-05-10 23:00:00,2024,131,23,68.9,20.2,87,-318,2024-05-10 23:00:00,,10.745245901639343,682.4748258414404,698.8887485462242,4418.661501554958
2024-05-11 00:00:00,2024,132,0,54.3,14.7,90,-322,2024-05-11 00:00:00,,11.917049180327869,804.3961226756248,743.4354742585326,5162.096975813491
2024-05-11 01:00:00,2024,132,1,49.5,25.2,90,-397,2024-05-11 01:00:00,,13.530327868852462,1034.6812839895192,919.538703332572,6081.635679146063
2024-05-11 02:00:00,2024,132,2,30.7,38.4,90,-412,2024-05-11 02:00:00,,13.777540983606556,1075.9073623243753,1055.2943231569473,7136.93000230301
2024-05-11 03:00:00,2024,132,3,34.7,17.5,83,-403,2024-05-11 03:00:00,,11.30639344262295,795.7153892235957,935.8113757739854,8072.741378076996
2024-05-11 04:00:00,2024,132,4,39.6,8.4,83,-399,2024-05-11 04:00:00,,9.355737704918035,606.5525249664071,701.1339570950014,8773.875335171997
2024-05-11 05:00:00,2024,132,5,38.5,19.9,83,-369,2024-05-11 05:00:00,,9.096229508196721,561.504796675356,584.0286608208816,9357.903995992878
2024-05-11 06:00:00,2024,132,6,37.2,31.7,83,-332,2024-05-11 06:00:00,,8.555737704918034,491.7825200483742,526.6436583618652,9884.547654354743
2024-05-11 07:00:00,2024,132,7,38.3,33.9,83,-384,2024-05-11 07:00:00,,14.213934426229505,1106.4713555563017,799.1269378023379,10683.67459215708
2024-05-11 08:00:00,2024,132,8,32.7,22.6,83,-373,2024-05-11 08:00:00,,14.730983606557377,1162.3940860040311,1134.4327207801664,11818.107312937247
2024-05-11 09:00:00,2024,132,9,38.4,13.1,90,-306,2024-05-11 09:00:00,,10.614426229508195,663.3782795119589,912.886182757995,12730.993495695242
2024-05-11 10:00:00,2024,132,10,19.1,32.8,90,-326,2024-05-11 10:00:00,,16.17377049180328,1320.3439525933886,991.8611160526738,13722.854611747916
2024-05-11 11:00:00,2024,132,11,14.8,17.8,90,-274,2024-05-11 11:00:00,,8.317049180327867,443.1663312002149,881.7551418968018,14604.609753644718
2024-05-11 12:00:00,2024,132,12,24.2,12.5,87,-265,2024-05-11 12:00:00,,9.353606557377049,527.8395159121203,485.5029235561676,15090.112677200885
2024-05-11 13:00:00,2024,132,13,27.6,8.5,87,-287,2024-05-11 13:00:00,,10.612786885245901,654.1083126320881,590.9739142721041,15681.08659147299
2024-05-11 14:00:00,2024,132,14,24.6,7.9,87,-292,2024-05-11 14:00:00,,8.075245901639345,431.53359412012907,542.8209533761086,16223.907544849098
2024-05-11 15:00:00,2024,132,15,17.7,7.5,83,-275,2024-05-11 15:00:00,,8.458360655737703,455.18067631174404,443.3571352159365,16667.264680065036
2024-05-11 16:00:00,2024,132,16,12.6,5.2,83,-277,2024-05-11 16:00:00,,8.07950819672131,425.22198272641754,440.2013295190808,17107.466009584117
2024-05-11 17:00:00,2024,132,17,9.7,4.5,83,-253,2024-05-11 17:00:00,,5.326229508196722,221.59069029830692,323.40633651236226,17430.87234609648
2024-05-11 18:00:00,2024,132,18,12.2,8.3,77,-206,2024-05-11 18:00:00,,5.697704918032786,231.7115743552808,226.65113232679386,17657.523478423274
2024-05-11 19:00:00,2024,132,19,14.2,8.5,77,-202,2024-05-11 19:00:00,,4.911639344262295,182.90022885272776,207.30590160400428,17864.82938002728
2024-05-11 20:00:00,2024,132,20,10.3,7.0,77,-197,2024-05-11 20:00:00,,-1.4437704918032785,-51.38389381644718,65.7581675181403,17930.58754754542
2024-05-11 21:00:00,2024,132,21,10.9,8.1,77,-179,2024-05-11 21:00:00,,8.913606557377046,467.4637893547431,208.03994776914794,18138.627495314566
2024-05-11 22:00:00,2024,132,22,13.0,7.0,77,-169,2024-05-11 22:00:00,,3.724918032786885,113.57850877291051,290.5211490638268,18429.148644378394
2024-05-11 23:00:00,2024,132,23,10.4,1.7,77,-178,2024-05-11 23:00:00,,1.8522950819672133,32.349324601182495,72.9639166870465,18502.11256106544
2024-05-12 00:00:00,2024,133,0,7.5,2.0,63,-159,2024-05-12 00:00:00,,3.520819672131148,102.63564530744426,67.49248495431338,18569.605046019755
