UTC_Time,YEAR,DOY,Hour,Scalar_B_nT,SW_Proton_Density_N_cm3,Kp_index,Dst_index_nT,Datetime,UTC,PCN,heat_flux
2024-05-01 22:00:00,2024,122,22,11.3,11.0,10,1,2024-05-01 22:00:00,,-0.5577049180327868,-12.409146825047028
2024-05-01 23:00:00,2024,122,23,11.0,10.1,10,-1,2024-05-01 23:00:00,,0.44934426229508195,11.464192695780703
2024-05-02 00:00:00,2024,123,0,10.5,10.6,23,-2,2024-05-02 00:00:00,,1.6418032786885248,49.24220000671863
2024-05-02 01:00:00,2024,123,1,9.6,11.4,23,-2,2024-05-02 01:00:00,,1.5411475409836066,45.64437517898415
2024-05-02 02:00:00,2024,123,2,8.4,14.3,23,5,2024-05-02 02:00:00,,1.5404918032786883,48.52266311986024
2024-05-02 03:00:00,2024,123,3,7.6,19.5,17,5,2024-05-02 03:00:00,,1.137049180327869,34.79737775759205
2024-05-02 04:00:00,2024,123,4,5.5,16.7,17,3,2024-05-02 04:00:00,,1.8291803278688528,58.181319651706545
2024-05-02 05:00:00,2024,123,5,7.0,13.6,17,2,2024-05-02 05:00:00,,1.4895081967213115,45.46540323461435
2024-05-02 06:00:00,2024,123,6,8.5,10.2,23,-4,2024-05-02 06:00:00,,2.134098360655738,67.03212971889278
2024-05-02 07:00:00,2024,123,7,7.8,10.6,23,-4,2024-05-02 07:00:00,,1.7375409836065574,51.926351045686644
2024-05-02 08:00:00,2024,123,8,6.2,16.8,23,2,2024-05-02 08:00:00,,2.8680327868852467,100.26067321284604
2024-05-02 09:00:00,2024,123,9,9.7,17.9,33,7,2024-05-02 09:00:00,,2.7345901639344263,96.50737245391024
2024-05-02 10:00:00,2024,123,10,12.0,15.5,33,5,2024-05-02 10:00:00,,4.131967213114754,163.15161583579683
2024-05-02 11:00:00,2024,123,11,12.1,14.4,33,-4,2024-05-02 11:00:00,,3.2140983606557376,113.60966860413868
2024-05-02 12:00:00,2024,123,12,10.3,14.2,50,-9,2024-05-02 12:00:00,,3.9024590163934425,145.49523045552272
2024-05-02 13:00:00,2024,123,13,9.2,14.2,50,-19,2024-05-02 13:00:00,,3.3973770491803275,116.67101723085192
2024-05-02 14:00:00,2024,123,14,14.7,19.7,50,-21,2024-05-02 14:00:00,,3.75016393442623,133.35039804246173
2024-05-02 15:00:00,2024,123,15,20.9,22.6,67,-54,2024-05-02 15:00:00,,4.874754098360657,184.59923534963727
2024-05-02 16:00:00,2024,123,16,19.1,27.3,67,-78,2024-05-02 16:00:00,,5.389180327868852,210.32023066809995
2024-05-02 17:00:00,2024,123,17,19.3,17.0,67,-75,2024-05-02 17:00:00,,3.48983606557377,106.07975882934693
2024-05-02 18:00:00,2024,123,18,20.8,13.9,67,-85,2024-05-02 18:00:00,,5.095081967213114,191.32721362536947
2024-05-02 19:00:00,2024,123,19,20.6,11.7,67,-93,2024-05-02 19:00:00,,6.9485245901639345,312.4338765213652
2024-05-02 20:00:00,2024,123,20,17.8,18.0,67,-96,2024-05-02 20:00:00,,6.708524590163933,294.90384747218485
2024-05-02 21:00:00,2024,123,21,18.6,15.2,40,-77,2024-05-02 21:00:00,,2.592950819672131,64.78881928218223
2024-05-02 22:00:00,2024,123,22,999.9,999.9,40,-56,2024-05-02 22:00:00,,-0.029344262295081965,-18.983442386186507
2024-05-02 23:00:00,2024,123,23,999.9,999.9,40,-63,2024-05-02 23:00:00,,0.9721311475409835,7.542427143241065
2024-05-03 00:00:00,2024,124,0,999.9,999.9,40,-63,2024-05-03 00:00:00,,2.413770491803279,60.06988957699544
2024-05-03 01:00:00,2024,124,1,999.9,999.9,40,-60,2024-05-03 01:00:00,,3.6534426229508195,117.24964951249663
2024-05-03 02:00:00,2024,124,2,999.9,999.9,40,-54,2024-05-03 02:00:00,,2.1201639344262295,50.333154649019086
2024-05-03 03:00:00,2024,124,3,999.9,999.9,30,-62,2024-05-03 03:00:00,,1.4791803278688525,24.623791209083585
2024-05-03 04:00:00,2024,124,4,999.9,999.9,30,-61,2024-05-03 04:00:00,,1.0572131147540984,10.696889959957007
2024-05-03 05:00:00,2024,124,5,999.9,999.9,30,-60,2024-05-03 05:00:00,,0.0736065573770492,-17.349457661650092
2024-05-03 06:00:00,2024,124,6,999.9,999.9,10,-59,2024-05-03 06:00:00,,-0.16344262295081965,-22.945493880945982
2024-05-03 07:00:00,2024,124,7,999.9,999.9,10,-54,2024-05-03 07:00:00,,0.06737704918032787,-16.07350498226283
2024-05-03 08:00:00,2024,124,8,999.9,999.9,10,-47,2024-05-03 08:00:00,,0.1763934426229508,-11.459966268207472
2024-05-03 09:00:00,2024,124,9,999.9,999.9,13,-44,2024-05-03 09:00:00,,0.07475409836065575,-13.25631481429723
2024-05-03 10:00:00,2024,124,10,999.9,999.9,13,-41,2024-05-03 10:00:00,,-0.02081967213114754,-14.80522354501478
2024-05-03 11:00:00,2024,124,11,999.9,999.9,13,-38,2024-05-03 11:00:00,,-0.17081967213114754,-17.566200020424613
2024-05-03 12:00:00,2024,124,12,999.9,999.9,7,-37,2024-05-03 12:00:00,,-0.4331147540983607,-23.257049818865898
2024-05-03 13:00:00,2024,124,13,999.9,999.9,7,-37,2024-05-03 13:00:00,,-0.5850819672131147,-26.511875866433755
2024-05-03 14:00:00,2024,124,14,999.9,999.9,7,-40,2024-05-03 14:00:00,,-0.5029508196721312,-25.655853914539104
2024-05-03 15:00:00,2024,124,15,999.9,999.9,7,-37,2024-05-03 15:00:00,,0.6032786885245902,3.140159607632358
2024-05-03 16:00:00,2024,124,16,999.9,999.9,7,-34,2024-05-03 16:00:00,,1.511311475409836,33.19919532410643
2024-05-03 17:00:00,2024,124,17,4.7,3.1,7,-33,2024-05-03 17:00:00,,1.3114754098360661,26.611212980381634
2024-05-03 18:00:00,2024,124,18,4.7,3.0,17,-33,2024-05-03 18:00:00,,1.9688524590163932,50.326693523246426
2024-05-03 19:00:00,2024,124,19,4.0,3.1,17,-36,2024-05-03 19:00:00,,1.4460655737704917,30.3072423759742
2024-05-03 20:00:00,2024,124,20,4.0,3.9,17,-35,2024-05-03 20:00:00,,0.16393442622950818,-8.340530099435634
2024-05-03 21:00:00,2024,124,21,4.1,4.2,13,-32,2024-05-03 21:00:00,,-0.6336065573770493,-25.985497923945175
2024-05-03 22:00:00,2024,124,22,4.0,4.4,13,-29,2024-05-03 22:00:00,,0.4260655737704918,0.5952958185971531
2024-05-03 23:00:00,2024,124,23,4.1,3.3,13,-27,2024-05-03 23:00:00,,-0.09049180327868853,-12.200917289975811
2024-05-04 00:00:00,2024,125,0,3.9,3.4,7,-26,2024-05-04 00:00:00,,-0.19655737704918033,-14.406568438323031
2024-05-04 01:00:00,2024,125,1,3.8,4.0,7,-25,2024-05-04 01:00:00,,-0.11606557377049181,-12.155435279763505
2024-05-04 02:00:00,2024,125,2,3.8,3.8,7,-23,2024-05-04 02:00:00,,0.07622950819672131,-6.7193322426767
2024-05-04 03:00:00,2024,125,3,3.7,5.3,7,-21,2024-05-04 03:00:00,,-0.061147540983606564,-9.457712230851921
2024-05-04 04:00:00,2024,125,4,4.1,5.9,7,-20,2024-05-04 04:00:00,,-0.03163934426229509,-8.384089704649288
2024-05-04 05:00:00,2024,125,5,4.1,6.2,7,-19,2024-05-04 05:00:00,,-0.4544262295081968,-17.854992947057244
2024-05-04 06:00:00,2024,125,6,4.2,6.1,3,-19,2024-05-04 06:00:00,,-0.4372131147540984,-17.478894826928247
2024-05-04 07:00:00,2024,125,7,4.4,5.6,3,-18,2024-05-04 07:00:00,,-0.34163934426229514,-14.999396803009944
2024-05-04 08:00:00,2024,125,8,4.4,6.0,3,-18,2024-05-04 08:00:00,,-0.2926229508196721,-13.885393113410373
2024-05-04 09:00:00,2024,125,9,4.4,5.6,7,-19,2024-05-04 09:00:00,,-0.42721311475409834,-17.259471761354476
2024-05-04 10:00:00,2024,125,10,4.5,5.2,7,-18,2024-05-04 10:00:00,,-0.5527868852459016,-19.61086048266595
2024-05-04 11:00:00,2024,125,11,4.3,5.0,7,-15,2024-05-04 11:00:00,,-0.36688524590163935,-14.485271458210159
2024-05-04 12:00:00,2024,125,12,4.4,3.5,7,-15,2024-05-04 12:00:00,,-0.3718032786885246,-14.595293124428919
2024-05-04 13:00:00,2024,125,13,4.0,2.7,7,-19,2024-05-04 13:00:00,,0.5608196721311476,7.782810422198337
2024-05-04 14:00:00,2024,125,14,4.2,2.5,7,-22,2024-05-04 14:00:00,,1.72327868852459,44.72504754205859
2024-05-04 15:00:00,2024,125,15,4.2,3.0,10,-22,2024-05-04 15:00:00,,2.1239344262295083,59.95357016285945
2024-05-04 16:00:00,2024,125,16,4.0,4.0,10,-18,2024-05-04 16:00:00,,2.3791803278688533,71.62610006154263
2024-05-04 17:00:00,2024,125,17,4.0,5.2,10,-15,2024-05-04 17:00:00,,2.2804918032786885,68.68313315264713
2024-05-04 18:00:00,2024,125,18,4.5,5.7,13,-12,2024-05-04 18:00:00,,0.9832786885245901,23.066720656812684
2024-05-04 19:00:00,2024,125,19,5.3,7.0,13,-12,2024-05-04 19:00:00,,1.687704918032787,47.01584171593658
2024-05-04 20:00:00,2024,125,20,5.4,8.8,13,-16,2024-05-04 20:00:00,,0.9240983606557377,19.736804227089493
2024-05-04 21:00:00,2024,125,21,5.9,10.6,30,-18,2024-05-04 21:00:00,,0.8421311475409837,16.484964667831232
2024-05-04 22:00:00,2024,125,22,5.5,12.3,30,-14,2024-05-04 22:00:00,,2.690655737704918,86.21155381053481
2024-05-04 23:00:00,2024,125,23,4.4,14.4,30,-8,2024-05-04 23:00:00,,1.5200000000000002,42.527264
2024-05-05 00:00:00,2024,126,0,4.3,16.0,17,-4,2024-05-05 00:00:00,,1.815245901639344,54.80182179226014
2024-05-05 01:00:00,2024,126,1,4.6,15.0,17,-5,2024-05-05 01:00:00,,1.62,47.25850400000001
2024-05-05 02:00:00,2024,126,2,4.5,15.1,17,-4,2024-05-05 02:00:00,,1.2229508196721313,33.923271593657624
2024-05-05 03:00:00,2024,126,3,4.8,16.9,13,-8,2024-05-05 03:00:00,,0.9532786885245903,23.641910837140557
2024-05-05 04:00:00,2024,126,4,3.8,17.2,13,-14,2024-05-05 04:00:00,,1.2790163934426233,31.96707884009676
2024-05-05 05:00:00,2024,126,5,3.5,15.6,13,-18,2024-05-05 05:00:00,,0.9336065573770492,19.315695518677778
2024-05-05 06:00:00,2024,126,6,2.2,17.1,20,-17,2024-05-05 06:00:00,,0.9950819672131148,21.60763165815641
2024-05-05 07:00:00,2024,126,7,2.3,19.4,20,-9,2024-05-05 07:00:00,,1.166065573770492,30.091479556302076
2024-05-05 08:00:00,2024,126,8,4.4,33.9,20,-1,2024-05-05 08:00:00,,1.8421311475409834,57.01379909406074
2024-05-05 09:00:00,2024,126,9,5.2,29.1,17,-3,2024-05-05 09:00:00,,1.575081967213115,46.44710188766462
2024-05-05 10:00:00,2024,126,10,1.4,33.4,17,0,2024-05-05 10:00:00,,2.0399999999999996,64.96665599999999
2024-05-05 11:00:00,2024,126,11,2.1,31.5,17,6,2024-05-05 11:00:00,,0.8888524590163934,27.33163785111529
2024-05-05 12:00:00,2024,126,12,1.5,32.5,10,12,2024-05-05 12:00:00,,0.538360655737705,19.52412450846547
2024-05-05 13:00:00,2024,126,13,5.0,24.8,10,11,2024-05-05 13:00:00,,-0.052786885245901645,3.3871362386455246
2024-05-05 14:00:00,2024,126,14,6.2,25.7,10,11,2024-05-05 14:00:00,,-0.9022950819672131,-14.990419415210964
2024-05-05 15:00:00,2024,126,15,5.8,28.0,13,12,2024-05-05 15:00:00,,-1.290983606557377,-21.31334409432948
2024-05-05 16:00:00,2024,126,16,5.8,24.4,13,11,2024-05-05 16:00:00,,-0.190655737704918,0.07003085971513046
2024-05-05 17:00:00,2024,126,17,7.8,17.4,13,10,2024-05-05 17:00:00,,0.6026229508196722,20.487641821015856
2024-05-05 18:00:00,2024,126,18,8.9,15.9,30,11,2024-05-05 18:00:00,,1.588360655737705,52.82885016420317
2024-05-05 19:00:00,2024,126,19,9.2,19.7,30,6,2024-05-05 19:00:00,,0.9203278688524592,28.309242202633705
2024-05-05 20:00:00,2024,126,20,9.2,18.3,30,-8,2024-05-05 20:00:00,,1.0163934426229506,25.63675248589088
2024-05-05 21:00:00,2024,126,21,11.6,18.4,43,-28,2024-05-05 21:00:00,,1.5909836065573773,37.927072299113156
2024-05-05 22:00:00,2024,126,22,11.9,18.9,43,-45,2024-05-05 22:00:00,,2.7434426229508198,78.53707490593926
2024-05-05 23:00:00,2024,126,23,13.3,20.6,43,-50,2024-05-05 23:00:00,,3.7077049180327872,122.41230374872347
2024-05-06 00:00:00,2024,127,0,11.7,28.9,53,-41,2024-05-06 00:00:00,,5.068524590163935,199.46977763611935
2024-05-06 01:00:00,2024,127,1,13.7,12.1,53,-50,2024-05-06 01:00:00,,4.323114754098361,154.58291144342923
2024-05-06 02:00:00,2024,127,2,14.6,6.4,53,-42,2024-05-06 02:00:00,,0.20295081967213113,-9.382099488309592
2024-05-06 03:00:00,2024,127,3,14.0,6.8,23,-42,2024-05-06 03:00:00,,-0.08770491803278688,-16.730745169309323
2024-05-06 04:00:00,2024,127,4,14.4,9.1,23,-43,2024-05-06 04:00:00,,0.5144262295081967,-1.1500280290244551
2024-05-06 05:00:00,2024,127,5,14.6,10.6,23,-38,2024-05-06 05:00:00,,0.9480327868852457,13.247328688255841
2024-05-06 06:00:00,2024,127,6,15.5,11.2,23,-29,2024-05-06 06:00:00,,2.9003278688524583,90.24524561246974
2024-05-06 07:00:00,2024,127,7,16.0,8.8,23,-27,2024-05-06 07:00:00,,4.609180327868853,177.18989099596888
2024-05-06 08:00:00,2024,127,8,15.9,7.7,23,-18,2024-05-06 08:00:00,,3.8591803278688523,139.94705861891964
2024-05-06 09:00:00,2024,127,9,14.6,9.2,23,-14,2024-05-06 09:00:00,,2.669180327868853,85.28452391400164
2024-05-06 10:00:00,2024,127,10,13.7,9.0,23,-10,2024-05-06 10:00:00,,1.3285245901639342,35.13555061972587
2024-05-06 11:00:00,2024,127,11,12.7,8.7,23,-10,2024-05-06 11:00:00,,2.598360655737705,83.74573703305565
2024-05-06 12:00:00,2024,127,12,11.4,9.3,40,-7,2024-05-06 12:00:00,,2.087377049180328,64.01617219806504
2024-05-06 13:00:00,2024,127,13,10.7,10.0,40,-8,2024-05-06 13:00:00,,1.6949180327868854,48.798577576189196
2024-05-06 14:00:00,2024,127,14,11.9,9.8,40,-13,2024-05-06 14:00:00,,1.4329508196721308,37.591562757592044
2024-05-06 15:00:00,2024,127,15,10.5,9.8,20,-9,2024-05-06 15:00:00,,-2.3275409836065566,-43.027500708411715
2024-05-06 16:00:00,2024,127,16,9.9,8.9,20,-11,2024-05-06 16:00:00,,-1.6824590163934428,-36.552325872346145
2024-05-06 17:00:00,2024,127,17,9.7,8.3,20,-14,2024-05-06 17:00:00,,-2.47016393442623,-46.121549695243225
2024-05-06 18:00:00,2024,127,18,8.8,8.9,20,-15,2024-05-06 18:00:00,,-1.2609836065573772,-31.776210340231124
2024-05-06 19:00:00,2024,127,19,5.8,4.8,20,-17,2024-05-06 19:00:00,,-1.0921311475409836,-29.65236525020156
2024-05-06 20:00:00,2024,127,20,4.5,4.4,20,-20,2024-05-06 20:00:00,,-0.4504918032786886,-18.120705814565977
2024-05-06 21:00:00,2024,127,21,4.9,3.8,13,-20,2024-05-06 21:00:00,,-0.2021311475409836,-12.49172188954582
2024-05-06 22:00:00,2024,127,22,5.6,3.2,13,-20,2024-05-06 22:00:00,,-0.6604918032786885,-22.552030453910238
2024-05-06 23:00:00,2024,127,23,5.6,3.2,13,-16,2024-05-06 23:00:00,,-0.5191803278688525,-18.17923895485085
2024-05-07 00:00:00,2024,128,0,5.1,3.9,13,-14,2024-05-07 00:00:00,,-0.16475409836065574,-9.454168765116904
2024-05-07 01:00:00,2024,128,1,5.4,3.6,13,-13,2024-05-07 01:00:00,,-0.2840983606557377,-11.872480690943293
2024-05-07 02:00:00,2024,128,2,5.4,3.7,13,-10,2024-05-07 02:00:00,,0.07459016393442625,-2.074478628056973
2024-05-07 03:00:00,2024,128,3,5.4,3.7,13,-14,2024-05-07 03:00:00,,0.7126229508196721,14.022890558720775
2024-05-07 04:00:00,2024,128,4,5.1,3.1,13,-16,2024-05-07 04:00:00,,0.6288524590163934,10.824640670787424
2024-05-07 05:00:00,2024,128,5,4.7,2.4,13,-14,2024-05-07 05:00:00,,0.5362295081967212,8.881270970438052
2024-05-07 06:00:00,2024,128,6,5.0,2.9,10,-10,2024-05-07 06:00:00,,0.052950819672131146,-2.622493176834184
2024-05-07 07:00:00,2024,128,7,4.8,2.9,10,-4,2024-05-07 07:00:00,,0.9634426229508196,25.52932284036549
2024-05-07 08:00:00,2024,128,8,5.0,3.0,10,-5,2024-05-07 08:00:00,,1.4642622950819673,41.74424699919377
2024-05-07 09:00:00,2024,128,9,5.0,2.4,13,-7,2024-05-07 09:00:00,,1.2726229508196722,34.40181613249128
2024-05-07 10:00:00,2024,128,10,4.8,2.2,13,-9,2024-05-07 10:00:00,,0.17163934426229507,0.8040620986294
2024-05-07 11:00:00,2024,128,11,4.8,2.2,13,-10,2024-05-07 11:00:00,,0.7659016393442624,17.11361594840097
2024-05-07 12:00:00,2024,128,12,4.8,2.6,20,-12,2024-05-07 12:00:00,,1.6955737704918032,47.302480249664065
2024-05-07 13:00:00,2024,128,13,5.0,2.5,20,-16,2024-05-07 13:00:00,,0.7847540983606556,15.456540480784732
2024-05-07 14:00:00,2024,128,14,4.8,2.3,20,-19,2024-05-07 14:00:00,,0.3336065573770491,1.4344774858908886
2024-05-07 15:00:00,2024,128,15,4.9,2.2,27,-18,2024-05-07 15:00:00,,-0.8195081967213114,-25.00142455227089
2024-05-07 16:00:00,2024,128,16,4.6,2.5,27,-16,2024-05-07 16:00:00,,1.7729508196721315,48.6715851182478
2024-05-07 17:00:00,2024,128,17,4.4,2.9,27,-20,2024-05-07 17:00:00,,1.8388524590163937,49.69953793308252
2024-05-07 18:00:00,2024,128,18,5.3,2.6,13,-14,2024-05-07 18:00:00,,-0.568360655737705,-18.49095134399355
2024-05-07 19:00:00,2024,128,19,5.1,2.6,13,-12,2024-05-07 19:00:00,,-1.6340983606557378,-36.271062084385925
2024-05-07 20:00:00,2024,128,20,4.2,2.7,13,-10,2024-05-07 20:00:00,,-0.990655737704918,-25.26085143536684
2024-05-07 21:00:00,2024,128,21,3.9,2.8,13,-8,2024-05-07 21:00:00,,-0.1998360655737705,-8.021743187046493
2024-05-07 22:00:00,2024,128,22,4.1,2.5,13,-7,2024-05-07 22:00:00,,0.6583606557377051,15.06812286912121
2024-05-07 23:00:00,2024,128,23,4.0,2.5,13,-7,2024-05-07 23:00:00,,0.37704918032786877,7.073040446116635
2024-05-08 00:00:00,2024,129,0,4.1,2.7,10,-5,2024-05-08 00:00:00,,0.04491803278688525,-0.8876100467616229
2024-05-08 01:00:00,2024,129,1,4.0,2.6,10,-2,2024-05-08 01:00:00,,0.2313114754098361,5.1257946683687186
2024-05-08 02:00:00,2024,129,2,4.0,2.8,10,1,2024-05-08 02:00:00,,0.5198360655737705,14.271702386724
2024-05-08 03:00:00,2024,129,3,4.0,2.7,17,-3,2024-05-08 03:00:00,,0.961967213114754,25.88241286858371
2024-05-08 04:00:00,2024,129,4,3.8,2.7,17,-3,2024-05-08 04:00:00,,0.7045901639344264,18.013634470303685
2024-05-08 05:00:00,2024,129,5,3.6,2.7,17,-2,2024-05-08 05:00:00,,0.598688524590164,15.309596684762163
2024-05-08 06:00:00,2024,129,6,3.6,2.7,17,-3,2024-05-08 06:00:00,,0.9444262295081965,25.331787331631276
2024-05-08 07:00:00,2024,129,7,3.6,2.8,17,-1,2024-05-08 07:00:00,,0.6852459016393442,18.248476726686373
2024-05-08 08:00:00,2024,129,8,3.6,2.7,17,0,2024-05-08 08:00:00,,0.8367213114754097,23.213343148615962
2024-05-08 09:00:00,2024,129,9,3.6,2.6,17,0,2024-05-08 09:00:00,,1.3895081967213117,41.16865864445042
2024-05-08 10:00:00,2024,129,10,3.2,2.6,17,-1,2024-05-08 10:00:00,,1.456885245901639,43.09114862375705
2024-05-08 11:00:00,2024,129,11,3.3,2.7,17,0,2024-05-08 11:00:00,,0.014426229508196721,0.3597785283525934
2024-05-08 12:00:00,2024,129,12,3.2,2.7,17,0,2024-05-08 12:00:00,,0.8327868852459016,23.093016500940607
2024-05-08 13:00:00,2024,129,13,3.3,2.7,17,-4,2024-05-08 13:00:00,,0.538360655737705,12.772124508465467
2024-05-08 14:00:00,2024,129,14,3.3,2.8,17,-5,2024-05-08 14:00:00,,0.13688524590163934,1.4584688860521369
2024-05-08 15:00:00,2024,129,15,3.3,3.0,20,-5,2024-05-08 15:00:00,,0.3926229508196722,8.285546230851923
2024-05-08 16:00:00,2024,129,16,3.6,2.7,20,-2,2024-05-08 16:00:00,,-0.677704918032787,-16.115917120129
2024-05-08 17:00:00,2024,129,17,3.7,2.7,20,-2,2024-05-08 17:00:00,,-1.0624590163934424,-23.409331577264176
2024-05-08 18:00:00,2024,129,18,3.5,2.8,7,1,2024-05-08 18:00:00,,-2.454590163934426,-40.13795528379468
2024-05-08 19:00:00,2024,129,19,3.5,2.8,7,1,2024-05-08 19:00:00,,-0.7373770491803279,-16.087712801934963
2024-05-08 20:00:00,2024,129,20,3.1,2.9,7,-1,2024-05-08 20:00:00,,-0.6085245901639343,-14.291946626175758
2024-05-08 21:00:00,2024,129,21,2.9,2.8,10,2,2024-05-08 21:00:00,,-0.1080327868852459,-1.8231376723998924
2024-05-08 22:00:00,2024,129,22,2.6,2.8,10,3,2024-05-08 22:00:00,,0.34016393442622955,10.104756550658427
2024-05-08 23:00:00,2024,129,23,2.6,2.9,10,4,2024-05-08 23:00:00,,0.4739344262295082,14.226161064498791
2024-05-09 00:00:00,2024,130,0,2.4,3.0,7,6,2024-05-09 00:00:00,,0.510327868852459,16.104142415748452
2024-05-09 01:00:00,2024,130,1,3.0,3.0,7,10,2024-05-09 01:00:00,,0.048360655737704906,5.461671869121203
2024-05-09 02:00:00,2024,130,2,2.7,3.0,7,11,2024-05-09 02:00:00,,0.21770491803278685,10.271793830690672
2024-05-09 03:00:00,2024,130,3,2.8,3.0,13,8,2024-05-09 03:00:00,,0.4793442622950819,16.090397531846275
2024-05-09 04:00:00,2024,130,4,3.0,3.0,13,5,2024-05-09 04:00:00,,0.6093442622950819,18.520213154797098
2024-05-09 05:00:00,2024,130,5,3.1,3.1,13,3,2024-05-09 05:00:00,,0.40672131147540985,11.930883230583179
2024-05-09 06:00:00,2024,130,6,3.0,3.0,7,2,2024-05-09 06:00:00,,0.21524590163934432,6.341458513571623
2024-05-09 07:00:00,2024,130,7,3.3,3.1,7,3,2024-05-09 07:00:00,,0.7295081967213114,21.21570034936845
2024-05-09 08:00:00,2024,130,8,3.4,3.0,7,5,2024-05-09 08:00:00,,0.5147540983606557,15.803283284063424
2024-05-09 09:00:00,2024,130,9,3.0,3.2,13,6,2024-05-09 09:00:00,,0.09836065573770493,4.995187852727762
2024-05-09 10:00:00,2024,130,10,3.0,3.2,13,7,2024-05-09 10:00:00,,-0.016065573770491805,2.54450799892502
2024-05-09 11:00:00,2024,130,11,3.3,3.1,13,11,2024-05-09 11:00:00,,0.9436065573770492,31.21410848589089
2024-05-09 12:00:00,2024,130,12,3.5,3.0,10,12,2024-05-09 12:00:00,,0.9718032786885246,32.54459310507928
2024-05-09 13:00:00,2024,130,13,3.7,3.1,10,13,2024-05-09 13:00:00,,0.9598360655737704,32.61540245229777
2024-05-09 14:00:00,2024,130,14,3.5,3.2,10,10,2024-05-09 14:00:00,,1.21,39.359481
2024-05-09 15:00:00,2024,130,15,2.7,3.9,10,8,2024-05-09 15:00:00,,0.8068852459016395,25.679501328675094
2024-05-09 16:00:00,2024,130,16,3.2,3.9,10,12,2024-05-09 16:00:00,,-0.3401639344262295,-2.9361041050792798
2024-05-09 17:00:00,2024,130,17,3.7,4.0,10,16,2024-05-09 17:00:00,,-2.305573770491803,-32.3152950454179
2024-05-09 18:00:00,2024,130,18,5.4,999.9,23,19,2024-05-09 18:00:00,,-2.6654098360655736,-33.78451410346681
2024-05-09 19:00:00,2024,130,19,6.2,7.4,23,18,2024-05-09 19:00:00,,-0.07295081967213114,6.068401511690405
2024-05-09 20:00:00,2024,130,20,6.3,7.8,23,14,2024-05-09 20:00:00,,0.2631147540983606,12.818998394248856
2024-05-09 21:00:00,2024,130,21,6.1,7.3,20,10,2024-05-09 21:00:00,,-0.5154098360655738,-7.672693529696318
2024-05-09 22:00:00,2024,130,22,5.8,5.9,20,8,2024-05-09 22:00:00,,0.5395081967213115,17.796904628056975
