UTC_Time,YEAR,DOY,Hour,Scalar_B_nT,SW_Proton_Density_N_cm3,Kp_index,Dst_index_nT,Datetime,UTC,PCN,heat_flux
2024-05-09 23:00:00,2024,130,23,6.6,5.5,20,6,2024-05-09 23:00:00,,0.5362295081967213,16.841270970438053
2024-05-10 00:00:00,2024,131,0,6.5,5.4,27,4,2024-05-10 00:00:00,,1.4319672131147545,44.29797157350176
2024-05-10 01:00:00,2024,131,1,6.1,5.5,27,3,2024-05-10 01:00:00,,1.9444262295081964,62.53277421687717
2024-05-10 02:00:00,2024,131,2,5.9,6.6,27,5,2024-05-10 02:00:00,,3.6436065573770495,138.0475796334319
2024-05-10 03:00:00,2024,131,3,6.3,10.5,27,13,2024-05-10 03:00:00,,1.4578688524590164,49.1174069629132
2024-05-10 04:00:00,2024,131,4,4.2,12.0,27,6,2024-05-10 04:00:00,,2.5057377049180323,86.29225160575112
2024-05-10 05:00:00,2024,131,5,1.6,11.3,27,-4,2024-05-10 05:00:00,,1.1918032786885246,32.89153074442355
2024-05-10 06:00:00,2024,131,6,1.6,9.0,23,-3,2024-05-10 06:00:00,,0.7575409836065574,19.595586127653856
2024-05-10 07:00:00,2024,131,7,2.1,9.3,23,6,2024-05-10 07:00:00,,1.7336065573770492,55.91185289572696
2024-05-10 08:00:00,2024,131,8,2.3,8.5,23,5,2024-05-10 08:00:00,,1.785245901639344,57.39029148078473
2024-05-10 09:00:00,2024,131,9,2.3,8.0,20,6,2024-05-10 09:00:00,,0.5057377049180327,15.973989310669173
2024-05-10 10:00:00,2024,131,10,3.7,4.3,20,5,2024-05-10 10:00:00,,0.17377049180327872,6.515616527815104
2024-05-10 11:00:00,2024,131,11,3.8,3.5,20,-3,2024-05-10 11:00:00,,1.1413114754098361,31.632580947057246
2024-05-10 12:00:00,2024,131,12,3.5,2.9,37,-7,2024-05-10 12:00:00,,2.2016393442622952,68.53130916420318
2024-05-10 13:00:00,2024,131,13,3.2,3.2,37,-8,2024-05-10 13:00:00,,2.706393442622951,89.15490102687451
2024-05-10 14:00:00,2024,131,14,3.7,5.1,37,-1,2024-05-10 14:00:00,,3.2532786885245906,116.65644034533729
2024-05-10 15:00:00,2024,131,15,2.5,14.2,77,13,2024-05-10 15:00:00,,2.1552459016393444,75.06730998898146
2024-05-10 16:00:00,2024,131,16,2.8,15.6,77,18,2024-05-10 16:00:00,,0.7790163934426229,29.3251329384574
2024-05-10 17:00:00,2024,131,17,15.5,29.1,77,61,2024-05-10 17:00:00,,1.4259016393442625,73.01538840741736
2024-05-10 18:00:00,2024,131,18,31.1,32.9,87,-36,2024-05-10 18:00:00,,12.954754098360656,881.9133087922603
2024-05-10 19:00:00,2024,131,19,31.1,35.2,87,-135,2024-05-10 19:00:00,,11.050163934426228,663.4079596818058
2024-05-10 20:00:00,2024,131,20,32.7,48.1,87,-165,2024-05-10 20:00:00,,10.292131147540983,590.5729999957
2024-05-10 21:00:00,2024,131,21,41.6,32.6,87,-287,2024-05-10 21:00:00,,12.122622950819673,808.7423216242947
2024-05-10 22:00:00,2024,131,22,59.5,20.1,87,-351,2024-05-10 22:00:00,,10.87950819672131,715.3026712510078
2024-05-10 23:00:00,2024,131,23,68.9,20.2,87,-318,2024-05-10 23:00:00,,10.745245901639343,682.4748258414404
2024-05-11 00:00:00,2024,132,0,54.3,14.7,90,-322,2024-05-11 00:00:00,,11.917049180327869,804.3961226756248
2024-05-11 01:00:00,2024,132,1,49.5,25.2,90,-397,2024-05-11 01:00:00,,13.530327868852462,1034.6812839895192
2024-05-11 02:00:00,2024,132,2,30.7,38.4,90,-412,2024-05-11 02:00:00,,13.777540983606556,1075.9073623243753
2024-05-11 03:00:00,2024,132,3,34.7,17.5,83,-403,2024-05-11 03:00:00,,11.30639344262295,795.7153892235957
2024-05-11 04:00:00,2024,132,4,39.6,8.4,83,-399,2024-05-11 04:00:00,,9.355737704918035,606.5525249664071
2024-05-11 05:00:00,2024,132,5,38.5,19.9,83,-369,2024-05-11 05:00:00,,9.096229508196721,561.504796675356
2024-05-11 06:00:00,2024,132,6,37.2,31.7,83,-332,2024-05-11 06:00:00,,8.555737704918034,491.7825200483742
2024-05-11 07:00:00,2024,132,7,38.3,33.9,83,-384,2024-05-11 07:00:00,,14.213934426229505,1106.4713555563017
2024-05-11 08:00:00,2024,132,8,32.7,22.6,83,-373,2024-05-11 08:00:00,,14.730983606557377,1162.3940860040311
2024-05-11 09:00:00,2024,132,9,38.4,13.1,90,-306,2024-05-11 09:00:00,,10.614426229508195,663.3782795119589
2024-05-11 10:00:00,2024,132,10,19.1,32.8,90,-326,2024-05-11 10:00:00,,16.17377049180328,1320.3439525933886
2024-05-11 11:00:00,2024,132,11,14.8,17.8,90,-274,2024-05-11 11:00:00,,8.317049180327867,443.1663312002149
2024-05-11 12:00:00,2024,132,12,24.2,12.5,87,-265,2024-05-11 12:00:00,,9.353606557377049,527.8395159121203
2024-05-11 13:00:00,2024,132,13,27.6,8.5,87,-287,2024-05-11 13:00:00,,10.612786885245901,654.1083126320881
2024-05-11 14:00:00,2024,132,14,24.6,7.9,87,-292,2024-05-11 14:00:00,,8.075245901639345,431.53359412012907
2024-05-11 15:00:00,2024,132,15,17.7,7.5,83,-275,2024-05-11 15:00:00,,8.458360655737703,455.18067631174404
2024-05-11 16:00:00,2024,132,16,12.6,5.2,83,-277,2024-05-11 16:00:00,,8.07950819672131,425.22198272641754
2024-05-11 17:00:00,2024,132,17,9.7,4.5,83,-253,2024-05-11 17:00:00,,5.326229508196722,221.59069029830692
2024-05-11 18:00:00,2024,132,18,12.2,8.3,77,-206,2024-05-11 18:00:00,,5.697704918032786,231.7115743552808
2024-05-11 19:00:00,2024,132,19,14.2,8.5,77,-202,2024-05-11 19:00:00,,4.911639344262295,182.90022885272776
2024-05-11 20:00:00,2024,132,20,10.3,7.0,77,-197,2024-05-11 20:00:00,,-1.4437704918032785,-51.38389381644718
2024-05-11 21:00:00,2024,132,21,10.9,8.1,77,-179,2024-05-11 21:00:00,,8.913606557377046,467.4637893547431
2024-05-11 22:00:00,2024,132,22,13.0,7.0,77,-169,2024-05-11 22:00:00,,3.724918032786885,113.57850877291051
2024-05-11 23:00:00,2024,132,23,10.4,1.7,77,-178,2024-05-11 23:00:00,,1.8522950819672133,32.349324601182495
2024-05-12 00:00:00,2024,133,0,7.5,2.0,63,-159,2024-05-12 00:00:00,,3.520819672131148,102.63564530744426
2024-05-12 01:00:00,2024,133,1,7.9,2.5,63,-149,2024-05-12 01:00:00,,6.649999999999999,288.5287249999999
2024-05-12 02:00:00,2024,133,2,6.9,4.5,63,-141,2024-05-12 02:00:00,,8.594754098360655,437.8309407266863
2024-05-12 03:00:00,2024,133,3,7.2,6.6,70,-145,2024-05-12 03:00:00,,8.601639344262296,438.48206326256394
2024-05-12 04:00:00,2024,133,4,6.6,9.0,70,-148,2024-05-12 04:00:00,,6.877868852459017,304.6764783727493
2024-05-12 05:00:00,2024,133,5,6.0,3.1,70,-154,2024-05-12 05:00:00,,4.124918032786885,133.12418516635313
2024-05-12 06:00:00,2024,133,6,5.2,2.2,37,-144,2024-05-12 06:00:00,,0.6978688524590164,-8.90530287315238
2024-05-12 07:00:00,2024,133,7,4.3,1.5,37,-142,2024-05-12 07:00:00,,0.8699999999999999,-3.7386709999999965
2024-05-12 08:00:00,2024,133,8,4.5,1.3,37,-140,2024-05-12 08:00:00,,-0.06114754098360655,-29.50921223085192
2024-05-12 09:00:00,2024,133,9,6.1,1.7,43,-123,2024-05-12 09:00:00,,0.23377049180327863,-21.731600586938995
2024-05-12 10:00:00,2024,133,10,10.7,3.1,43,-112,2024-05-12 10:00:00,,-0.046229508196721246,-28.247364718086533
2024-05-12 11:00:00,2024,133,11,9.9,1.4,43,-114,2024-05-12 11:00:00,,1.4036065573770493,14.407846977694177
2024-05-12 12:00:00,2024,133,12,9.0,1.0,20,-114,2024-05-12 12:00:00,,-2.492622950819672,-68.100478359312
2024-05-12 13:00:00,2024,133,13,8.0,0.9,20,-112,2024-05-12 13:00:00,,0.03721311475409836,-26.173043351518405
2024-05-12 14:00:00,2024,133,14,6.7,1.0,20,-112,2024-05-12 14:00:00,,-0.6263934426229509,-41.35695536656813
2024-05-12 15:00:00,2024,133,15,6.1,0.9,30,-106,2024-05-12 15:00:00,,1.2588524590163939,10.13069714619727
2024-05-12 16:00:00,2024,133,16,5.7,1.1,30,-103,2024-05-12 16:00:00,,0.7063934426229509,-7.032805530502545
2024-05-12 17:00:00,2024,133,17,5.7,1.4,30,-98,2024-05-12 17:00:00,,-1.969672131147541,-61.569675026874485
2024-05-12 18:00:00,2024,133,18,6.2,1.8,40,-90,2024-05-12 18:00:00,,0.7055737704918031,-5.490653733942489
2024-05-12 19:00:00,2024,133,19,6.5,2.0,40,-86,2024-05-12 19:00:00,,1.0734426229508198,6.481258496103207
2024-05-12 20:00:00,2024,133,20,6.8,2.3,40,-83,2024-05-12 20:00:00,,3.003114754098361,81.80478718113413
2024-05-12 21:00:00,2024,133,21,8.6,3.1,63,-86,2024-05-12 21:00:00,,7.726557377049181,371.72395226659506
2024-05-12 22:00:00,2024,133,22,9.7,4.5,63,-98,2024-05-12 22:00:00,,8.822459016393443,459.2370252751949
2024-05-12 23:00:00,2024,133,23,8.0,6.9,63,-92,2024-05-12 23:00:00,,3.1978688524590164,89.44286106127385
2024-05-13 00:00:00,2024,134,0,8.5,6.2,53,-83,2024-05-13 00:00:00,,2.3534426229508196,53.76762721741467
2024-05-13 01:00:00,2024,134,1,7.0,6.6,53,-83,2024-05-13 01:00:00,,3.1191803278688526,87.11676334023115
2024-05-13 02:00:00,2024,134,2,7.3,6.8,53,-89,2024-05-13 02:00:00,,3.355409836065574,97.30007414243485
2024-05-13 03:00:00,2024,134,3,6.1,7.6,60,-96,2024-05-13 03:00:00,,6.711639344262297,295.1239134428918
2024-05-13 04:00:00,2024,134,4,5.7,8.9,60,-102,2024-05-13 04:00:00,,7.201147540983607,329.8533156380006
2024-05-13 05:00:00,2024,134,5,8.0,7.6,60,-96,2024-05-13 05:00:00,,2.3949180327868858,53.63201626471381
2024-05-13 06:00:00,2024,134,6,8.3,4.7,33,-96,2024-05-13 06:00:00,,1.7962295081967214,30.174314380274126
2024-05-13 07:00:00,2024,134,7,8.8,7.4,33,-77,2024-05-13 07:00:00,,1.5234426229508196,23.156178905939264
2024-05-13 08:00:00,2024,134,8,8.8,8.9,33,-71,2024-05-13 08:00:00,,0.7845901639344263,0.07908286374630968
2024-05-13 09:00:00,2024,134,9,9.3,7.3,27,-67,2024-05-13 09:00:00,,1.0383606557377048,8.784934344531035
2024-05-13 10:00:00,2024,134,10,8.7,6.7,27,-65,2024-05-13 10:00:00,,1.4680327868852459,23.57579616366568
2024-05-13 11:00:00,2024,134,11,6.6,6.8,27,-67,2024-05-13 11:00:00,,1.313934426229508,17.854432605482394
2024-05-13 12:00:00,2024,134,12,5.4,5.6,33,-65,2024-05-13 12:00:00,,2.039180327868852,44.62235271728028
2024-05-13 13:00:00,2024,134,13,4.4,4.6,33,-72,2024-05-13 13:00:00,,0.6677049180327868,-3.604544775866703
2024-05-13 14:00:00,2024,134,14,4.9,3.2,33,-68,2024-05-13 14:00:00,,-2.045901639344262,-57.593208707336736
2024-05-13 15:00:00,2024,134,15,5.1,4.6,27,-61,2024-05-13 15:00:00,,-2.23327868852459,-58.00731663826929
2024-05-13 16:00:00,2024,134,16,5.1,3.7,27,-61,2024-05-13 16:00:00,,-2.0022950819672127,-55.594301710292925
2024-05-13 17:00:00,2024,134,17,5.0,2.9,27,-60,2024-05-13 17:00:00,,-0.6329508196721311,-33.588008717817786
2024-05-13 18:00:00,2024,134,18,5.4,3.9,23,-58,2024-05-13 18:00:00,,1.5693442622950817,28.72526790889545
2024-05-13 19:00:00,2024,134,19,5.3,4.7,23,-55,2024-05-13 19:00:00,,0.8744262295081968,6.359327249664076
2024-05-13 20:00:00,2024,134,20,5.2,4.5,23,-55,2024-05-13 20:00:00,,0.23803278688524593,-11.894654672399888
2024-05-13 21:00:00,2024,134,21,5.3,5.3,23,-53,2024-05-13 21:00:00,,0.059344262295081975,-16.027412173071756
2024-05-13 22:00:00,2024,134,22,5.3,4.9,23,-55,2024-05-13 22:00:00,,-0.3154098360655738,-25.523812546089758
2024-05-13 23:00:00,2024,134,23,5.2,4.1,23,-56,2024-05-13 23:00:00,,-0.2122950819672131,-23.386338611932274
2024-05-14 00:00:00,2024,135,0,6.9,4.8,13,-53,2024-05-14 00:00:00,,-0.7342622950819674,-33.95381731228166
2024-05-14 01:00:00,2024,135,1,7.2,3.9,13,-55,2024-05-14 01:00:00,,-0.23131147540983604,-23.587390577532915
2024-05-14 02:00:00,2024,135,2,6.9,3.0,13,-55,2024-05-14 02:00:00,,0.06278688524590166,-16.436291548239716
2024-05-14 03:00:00,2024,135,3,6.6,2.2,13,-58,2024-05-14 03:00:00,,0.4644262295081967,-6.438922373286748
2024-05-14 04:00:00,2024,135,4,6.3,1.9,13,-55,2024-05-14 04:00:00,,0.3222950819672131,-9.636364661112598
2024-05-14 05:00:00,2024,135,5,5.4,2.1,13,-52,2024-05-14 05:00:00,,0.6701639344262297,0.9478785014781037
2024-05-14 06:00:00,2024,135,6,5.5,1.7,13,-53,2024-05-14 06:00:00,,0.529672131147541,-3.3762764039236774
2024-05-14 07:00:00,2024,135,7,5.5,0.9,13,-53,2024-05-14 07:00:00,,-0.3231147540983606,-25.202811507390486
2024-05-14 08:00:00,2024,135,8,4.6,0.8,13,-54,2024-05-14 08:00:00,,-1.3150819672131147,-44.600997784466536
2024-05-14 09:00:00,2024,135,9,4.8,0.7,23,-58,2024-05-14 09:00:00,,-1.6001639344262295,-49.83069138376781
2024-05-14 10:00:00,2024,135,10,4.9,0.8,23,-59,2024-05-14 10:00:00,,-1.5109836065573767,-48.791608291050785
2024-05-14 11:00:00,2024,135,11,4.4,0.8,23,-59,2024-05-14 11:00:00,,1.5491803278688525,27.774460897608172
2024-05-14 12:00:00,2024,135,12,3.6,0.8,23,-60,2024-05-14 12:00:00,,0.9918032786885244,8.840311072292389
2024-05-14 13:00:00,2024,135,13,3.5,0.9,23,-56,2024-05-14 13:00:00,,0.7177049180327869,1.3641676011824826
2024-05-14 14:00:00,2024,135,14,3.4,0.9,23,-56,2024-05-14 14:00:00,,-0.24016393442622952,-24.036995908357966
2024-05-14 15:00:00,2024,135,15,3.2,0.9,17,-54,2024-05-14 15:00:00,,-0.3516393442622951,-26.096655999731254
2024-05-14 16:00:00,2024,135,16,3.6,0.7,17,-48,2024-05-14 16:00:00,,-0.5154098360655738,-28.146693529696318
2024-05-14 17:00:00,2024,135,17,3.6,0.8,17,-46,2024-05-14 17:00:00,,-4.220655737704917,-59.99260345176029
2024-05-14 18:00:00,2024,135,18,3.3,0.9,20,-48,2024-05-14 18:00:00,,-0.8703278688524589,-35.303485912120394
2024-05-14 19:00:00,2024,135,19,3.5,0.8,20,-48,2024-05-14 19:00:00,,0.857377049180328,7.622790083310939
2024-05-14 20:00:00,2024,135,20,3.6,0.8,20,-48,2024-05-14 20:00:00,,0.6190163934426229,0.48996624993281346
2024-05-14 21:00:00,2024,135,21,3.6,0.8,7,-49,2024-05-14 21:00:00,,0.04934426229508198,-15.25201845176028
2024-05-14 22:00:00,2024,135,22,3.6,0.8,7,-50,2024-05-14 22:00:00,,-0.2091803278688525,-21.807289004031176
2024-05-14 23:00:00,2024,135,23,3.6,0.8,7,-51,2024-05-14 23:00:00,,0.20524590163934425,-11.756280256920183
2024-05-15 00:00:00,2024,136,0,3.6,0.9,13,-50,2024-05-15 00:00:00,,-0.09655737704918031,-19.121520569470572
2024-05-15 01:00:00,2024,136,1,3.5,0.9,13,-48,2024-05-15 01:00:00,,-0.2636065573770492,-22.548211710830422
2024-05-15 02:00:00,2024,136,2,3.5,0.9,13,-46,2024-05-15 02:00:00,,0.5350819672131146,-1.3914834893845778
2024-05-15 03:00:00,2024,136,3,4.1,1.1,20,-47,2024-05-15 03:00:00,,0.1945901639344262,-10.98403003789304
2024-05-15 04:00:00,2024,136,4,4.1,1.1,20,-42,2024-05-15 04:00:00,,0.2273770491803279,-8.738287146197255
2024-05-15 05:00:00,2024,136,5,3.9,1.2,20,-40,2024-05-15 05:00:00,,1.3924590163934427,27.27009752109648
2024-05-15 06:00:00,2024,136,6,4.0,1.3,23,-45,2024-05-15 06:00:00,,2.4440983606557376,65.79114147299111
2024-05-15 07:00:00,2024,136,7,4.0,1.5,23,-45,2024-05-15 07:00:00,,2.9918032786885247,89.57600779360388
2024-05-15 08:00:00,2024,136,8,3.7,1.6,23,-42,2024-05-15 08:00:00,,0.2124590163934426,-9.13197165923139
2024-05-15 09:00:00,2024,136,9,3.5,1.7,27,-41,2024-05-15 09:00:00,,0.17524590163934428,-9.821904568395592
2024-05-15 10:00:00,2024,136,10,3.7,1.7,27,-44,2024-05-15 10:00:00,,1.9970491803278687,48.17033461005106
2024-05-15 11:00:00,2024,136,11,3.7,1.6,27,-50,2024-05-15 11:00:00,,1.9013114754098364,42.90074258640152
2024-05-15 12:00:00,2024,136,12,3.5,1.6,20,-52,2024-05-15 12:00:00,,2.1844262295081966,53.3779270693362
2024-05-15 13:00:00,2024,136,13,3.5,1.3,20,-52,2024-05-15 13:00:00,,2.5039344262295082,66.43856262187585
2024-05-15 14:00:00,2024,136,14,3.5,1.5,20,-52,2024-05-15 14:00:00,,2.258360655737705,56.338254344531045
2024-05-15 15:00:00,2024,136,15,3.6,1.5,20,-50,2024-05-15 15:00:00,,2.170163934426229,53.32515555065841
2024-05-15 16:00:00,2024,136,16,3.6,1.5,20,-46,2024-05-15 16:00:00,,-0.3291803278688524,-23.509791823703303
2024-05-15 17:00:00,2024,136,17,3.6,1.5,20,-42,2024-05-15 17:00:00,,0.7381967213114754,5.657942695243217
2024-05-15 18:00:00,2024,136,18,3.6,1.5,30,-35,2024-05-15 18:00:00,,0.41508196721311474,-1.5935905713517864
2024-05-15 19:00:00,2024,136,19,3.5,1.8,30,-36,2024-05-15 19:00:00,,1.930327868852459,47.93608562886322
2024-05-15 20:00:00,2024,136,20,6.5,3.1,30,-43,2024-05-15 20:00:00,,2.7331147540983607,78.64314067293739
2024-05-15 21:00:00,2024,136,21,6.6,3.1,23,-52,2024-05-15 21:00:00,,3.0745901639344266,91.4976361260414
2024-05-15 22:00:00,2024,136,22,6.5,2.9,23,-56,2024-05-15 22:00:00,,2.754590163934427,76.18003455227091
2024-05-15 23:00:00,2024,136,23,6.2,3.4,23,-59,2024-05-15 23:00:00,,2.0370491803278687,45.883685626444496
2024-05-16 00:00:00,2024,137,0,5.8,3.2,27,-58,2024-05-16 00:00:00,,2.3295081967213114,57.752193791991395
2024-05-16 01:00:00,2024,137,1,5.3,2.8,27,-58,2024-05-16 01:00:00,,2.7219672131147545,74.28081372104275
2024-05-16 02:00:00,2024,137,2,5.2,3.3,27,-55,2024-05-16 02:00:00,,1.7337704918032786,35.391371544208546
2024-05-16 03:00:00,2024,137,3,5.0,3.5,30,-54,2024-05-16 03:00:00,,1.298688524590164,20.309635701155607
2024-05-16 04:00:00,2024,137,4,5.2,3.0,30,-49,2024-05-16 04:00:00,,0.9550819672131149,10.394029297500675
2024-05-16 05:00:00,2024,137,5,7.5,4.3,30,-40,2024-05-16 05:00:00,,1.832622950819672,43.06649370626175
2024-05-16 06:00:00,2024,137,6,11.3,9.7,60,-49,2024-05-16 06:00:00,,6.846065573770491,313.73204532679387
2024-05-16 07:00:00,2024,137,7,14.0,21.0,60,-42,2024-05-16 07:00:00,,7.298360655737706,348.7194894920721
2024-05-16 08:00:00,2024,137,8,12.7,20.8,60,-46,2024-05-16 08:00:00,,5.092950819672132,199.52663075759213
2024-05-16 09:00:00,2024,137,9,11.1,21.1,50,-82,2024-05-16 09:00:00,,6.981639344262295,316.45361513141626
2024-05-16 10:00:00,2024,137,10,10.7,22.4,50,-90,2024-05-16 10:00:00,,5.855573770491805,237.91643880704123
2024-05-16 11:00:00,2024,137,11,4.4,37.2,50,-80,2024-05-16 11:00:00,,2.9531147540983604,80.04125004998656
2024-05-16 12:00:00,2024,137,12,4.4,32.6,43,-69,2024-05-16 12:00:00,,0.5345901639344263,-6.86801836576189
2024-05-16 13:00:00,2024,137,13,6.3,22.7,43,-81,2024-05-16 13:00:00,,0.18721311475409833,-18.58924933512497
2024-05-16 14:00:00,2024,137,14,9.3,12.2,43,-81,2024-05-16 14:00:00,,-2.1727868852459014,-61.35054585971514
2024-05-16 15:00:00,2024,137,15,9.7,6.7,30,-83,2024-05-16 15:00:00,,-2.3901639344262295,-63.706747137866174
2024-05-16 16:00:00,2024,137,16,7.9,8.5,30,-76,2024-05-16 16:00:00,,-1.4809836065573767,-51.87848653695242
2024-05-16 17:00:00,2024,137,17,8.4,6.2,30,-72,2024-05-16 17:00:00,,1.045737704918033,8.01347613034131
2024-05-16 18:00:00,2024,137,18,8.4,5.6,23,-67,2024-05-16 18:00:00,,1.8413114754098365,36.65510193066382
2024-05-16 19:00:00,2024,137,19,7.1,7.6,23,-62,2024-05-16 19:00:00,,0.6540983606557376,-1.9145414942219876
2024-05-16 20:00:00,2024,137,20,7.2,7.4,23,-62,2024-05-16 20:00:00,,-1.2101639344262294,-44.78104641655469
2024-05-16 21:00:00,2024,137,21,7.6,7.4,10,-62,2024-05-16 21:00:00,,-0.6875409836065574,-35.15494510185434
2024-05-16 22:00:00,2024,137,22,7.6,7.4,10,-62,2024-05-16 22:00:00,,-1.439672131147541,-48.4196829121204
2024-05-16 23:00:00,2024,137,23,7.6,6.9,10,-60,2024-05-16 23:00:00,,-0.6119672131147542,-33.15480573797367
2024-05-17 00:00:00,2024,138,0,7.1,9.4,13,-60,2024-05-17 00:00:00,,-0.0034426229508196784,-19.285646471109914
2024-05-17 01:00:00,2024,138,1,8.1,8.1,13,-59,2024-05-17 01:00:00,,0.0009836065573770492,-18.944014733673743
2024-05-17 02:00:00,2024,138,2,8.4,9.1,13,-57,2024-05-17 02:00:00,,0.017704918032786888,-18.054755677506044
2024-05-17 03:00:00,2024,138,3,8.9,8.4,23,-58,2024-05-17 03:00:00,,0.1360655737704918,-15.284195673206124
2024-05-17 04:00:00,2024,138,4,9.0,7.7,23,-53,2024-05-17 04:00:00,,0.5522950819672132,-2.7297235955388306
2024-05-17 05:00:00,2024,138,5,7.9,11.5,23,-48,2024-05-17 05:00:00,,-1.2398360655737706,-41.84168994114485
2024-05-17 06:00:00,2024,138,6,8.7,10.5,13,-51,2024-05-17 06:00:00,,0.9759016393442622,10.52932127626982
2024-05-17 07:00:00,2024,138,7,10.1,8.7,13,-44,2024-05-17 07:00:00,,0.2714754098360656,-8.127663806503627
2024-05-17 08:00:00,2024,138,8,10.0,8.8,13,-39,2024-05-17 08:00:00,,-0.6170491803278688,-27.768497652244015
2024-05-17 09:00:00,2024,138,9,9.4,6.8,17,-39,2024-05-17 09:00:00,,-0.6872131147540984,-29.202821466272503
2024-05-17 10:00:00,2024,138,10,8.7,8.3,17,-37,2024-05-17 10:00:00,,-0.3042622950819673,-20.373905918839025
2024-05-17 11:00:00,2024,138,11,7.9,8.5,17,-41,2024-05-17 11:00:00,,1.1742622950819672,19.640910031980653
2024-05-17 12:00:00,2024,138,12,7.8,6.9,37,-46,2024-05-17 12:00:00,,1.1059016393442624,16.010384669712447
2024-05-17 13:00:00,2024,138,13,9.2,6.3,37,-36,2024-05-17 13:00:00,,0.7252459016393442,7.028967808653589
2024-05-17 14:00:00,2024,138,14,14.8,9.4,37,-34,2024-05-17 14:00:00,,1.3827868852459015,28.731825107497983
2024-05-17 15:00:00,2024,138,15,13.7,9.9,53,-31,2024-05-17 15:00:00,,5.55,231.90752499999996
2024-05-17 16:00:00,2024,138,16,13.6,12.6,53,-42,2024-05-17 16:00:00,,4.294262295081967,155.19293685165275
2024-05-17 17:00:00,2024,138,17,14.9,12.7,53,-57,2024-05-17 17:00:00,,4.7954098360655735,179.2774590604676
2024-05-17 18:00:00,2024,138,18,13.9,9.1,60,-69,2024-05-17 18:00:00,,4.861639344262295,180.45488483633434
2024-05-17 19:00:00,2024,138,19,13.0,6.7,60,-81,2024-05-17 19:00:00,,5.33934426229508,206.74209497446913
2024-05-17 20:00:00,2024,138,20,12.8,6.4,60,-88,2024-05-17 20:00:00,,3.831639344262295,120.9692820986294
2024-05-17 21:00:00,2024,138,21,11.5,6.9,53,-88,2024-05-17 21:00:00,,3.8308196721311476,120.92746325826391
2024-05-17 22:00:00,2024,138,22,10.6,5.9,53,-96,2024-05-17 22:00:00,,3.8644262295081955,121.57379303654926
2024-05-17 23:00:00,2024,138,23,11.5,3.6,53,-99,2024-05-17 23:00:00,,4.021967213114754,129.37917503251816
2024-05-18 00:00:00,2024,139,0,11.5,2.8,40,-91,2024-05-18 00:00:00,,4.0122950819672125,129.87344991265786
2024-05-18 01:00:00,2024,139,1,11.9,3.1,40,-88,2024-05-18 01:00:00,,3.1436065573770495,87.47888127277616
2024-05-18 02:00:00,2024,139,2,11.6,3.0,40,-85,2024-05-18 02:00:00,,3.25,92.89812500000002
2024-05-18 03:00:00,2024,139,3,11.5,3.8,33,-85,2024-05-18 03:00:00,,2.4518032786885247,57.51155067884977
2024-05-18 04:00:00,2024,139,4,10.9,3.6,33,-87,2024-05-18 04:00:00,,2.9781967213114755,80.05634236737438
2024-05-18 05:00:00,2024,139,5,10.6,3.9,33,-83,2024-05-18 05:00:00,,2.492622950819671,59.53179213249122
2024-05-18 06:00:00,2024,139,6,10.3,4.3,23,-81,2024-05-18 06:00:00,,3.1737704918032787,89.97496079011017
2024-05-18 07:00:00,2024,139,7,10.0,4.8,23,-76,2024-05-18 07:00:00,,1.5214754098360654,23.267289062348837
2024-05-18 08:00:00,2024,139,8,9.2,4.7,23,-70,2024-05-18 08:00:00,,0.8473770491803281,2.18975796855685
2024-05-18 09:00:00,2024,139,9,8.2,4.3,30,-71,2024-05-18 09:00:00,,2.452622950819672,60.00966059150766
2024-05-18 10:00:00,2024,139,10,7.5,3.9,30,-75,2024-05-18 10:00:00,,3.9131147540983604,127.30043896801934
2024-05-18 11:00:00,2024,139,11,6.6,6.0,30,-74,2024-05-18 11:00:00,,3.4254098360655743,103.14345579817257
2024-05-18 12:00:00,2024,139,12,5.9,7.0,20,-71,2024-05-18 12:00:00,,2.545901639344262,63.92129948938457
2024-05-18 13:00:00,2024,139,13,5.1,5.6,20,-71,2024-05-18 13:00:00,,3.3124590163934426,98.31443686535879
2024-05-18 14:00:00,2024,139,14,5.3,5.2,20,-72,2024-05-18 14:00:00,,2.5791803278688525,65.13570202875572
2024-05-18 15:00:00,2024,139,15,5.6,5.5,20,-72,2024-05-18 15:00:00,,1.6862295081967216,29.92214400322495
2024-05-18 16:00:00,2024,139,16,6.0,5.2,20,-64,2024-05-18 16:00:00,,-0.5072131147540984,-31.843260285944638
2024-05-18 17:00:00,2024,139,17,6.5,5.9,20,-58,2024-05-18 17:00:00,,-1.5849180327868853,-49.61680860413867
2024-05-18 18:00:00,2024,139,18,6.2,5.7,13,-55,2024-05-18 18:00:00,,-0.9727868852459017,-38.99823372856759
2024-05-18 19:00:00,2024,139,19,5.9,5.2,13,-53,2024-05-18 19:00:00,,-1.8937704918032787,-52.42293717710294
2024-05-18 20:00:00,2024,139,20,5.8,4.8,13,-52,2024-05-18 20:00:00,,-0.5690163934426229,-30.32272940580489
2024-05-18 21:00:00,2024,139,21,5.6,5.0,10,-48,2024-05-18 21:00:00,,-0.18983606557377056,-20.826131006718626
2024-05-18 22:00:00,2024,139,22,5.6,4.4,10,-45,2024-05-18 22:00:00,,0.18442622950819673,-10.706146701155602
