Shift,Correlation,Shift_Hours,In_95_CI
-8,-0.005047200291437454,-25.337660817777778,False
-7,0.11550200065621485,-22.170453215555554,False
-6,0.2533958634501731,-19.003245613333334,False
-5,0.3922676523738746,-15.83603801111111,False
-4,0.5237856639884702,-12.668830408888889,False
-3,0.6532539651014936,-9.501622806666667,False
-2,0.7322347712658875,-6.334415204444444,True
-1,0.7897129529262904,-3.167207602222222,True
0,0.8022026533450585,0.0,True
1,0.7768450256394888,3.167207602222222,True
2,0.6925134718533612,6.334415204444444,False
3,0.5490157795853379,9.501622806666667,False
4,0.40862857536265795,12.668830408888889,False
5,0.3111752616677234,15.83603801111111,False
6,0.2352912578675625,19.003245613333334,False
7,0.16252944906117806,22.170453215555554,False
