UTC_Time,YEAR,DOY,Hour,Scalar_B_nT,SW_Proton_Density_N_cm3,Kp_index,Dst_index_nT
2024-10-05 12:00:00,2024,279,12,7.4,5.3,17,14
2024-10-05 13:00:00,2024,279,13,7.0,4.7,17,15
2024-10-05 14:00:00,2024,279,14,6.2,4.6,17,17
2024-10-05 15:00:00,2024,279,15,6.1,4.4,10,20
2024-10-05 16:00:00,2024,279,16,6.8,4.3,10,21
2024-10-05 17:00:00,2024,279,17,6.9,4.3,10,16
2024-10-05 18:00:00,2024,279,18,6.9,4.3,17,12
2024-10-05 19:00:00,2024,279,19,7.1,4.1,17,10
2024-10-05 20:00:00,2024,279,20,7.6,3.8,17,5
2024-10-05 21:00:00,2024,279,21,7.6,3.9,17,10
2024-10-05 22:00:00,2024,279,22,7.9,3.6,17,8
2024-10-05 23:00:00,2024,279,23,7.9,3.5,17,7
2024-10-06 00:00:00,2024,280,0,7.9,3.4,7,11
2024-10-06 01:00:00,2024,280,1,7.9,3.1,7,10
2024-10-06 02:00:00,2024,280,2,8.0,3.3,7,13
2024-10-06 03:00:00,2024,280,3,7.9,3.0,3,15
2024-10-06 04:00:00,2024,280,4,7.8,3.2,3,16
2024-10-06 05:00:00,2024,280,5,7.6,3.2,3,17
2024-10-06 06:00:00,2024,280,6,7.7,3.4,23,21
2024-10-06 07:00:00,2024,280,7,8.2,4.1,23,27
2024-10-06 08:00:00,2024,280,8,13.0,9.3,23,38
2024-10-06 09:00:00,2024,280,9,12.7,10.8,13,38
2024-10-06 10:00:00,2024,280,10,12.8,10.4,13,35
2024-10-06 11:00:00,2024,280,11,12.6,10.3,13,32
2024-10-06 12:00:00,2024,280,12,12.3,10.5,27,33
2024-10-06 13:00:00,2024,280,13,14.4,10.4,27,34
2024-10-06 14:00:00,2024,280,14,14.0,9.6,27,32
2024-10-06 15:00:00,2024,280,15,15.2,10.0,33,36
2024-10-06 16:00:00,2024,280,16,14.5,10.9,33,33
2024-10-06 17:00:00,2024,280,17,15.0,8.8,33,26
2024-10-06 18:00:00,2024,280,18,14.9,9.1,33,26
2024-10-06 19:00:00,2024,280,19,14.6,9.2,33,18
2024-10-06 20:00:00,2024,280,20,13.1,11.5,33,18
2024-10-06 21:00:00,2024,280,21,13.1,9.5,47,-2
2024-10-06 22:00:00,2024,280,22,13.2,9.4,47,-11
2024-10-06 23:00:00,2024,280,23,13.0,12.0,47,-33
2024-10-07 00:00:00,2024,281,0,13.4,8.7,53,-24
2024-10-07 01:00:00,2024,281,1,12.2,12.4,53,-33
2024-10-07 02:00:00,2024,281,2,11.4,16.4,53,-29
2024-10-07 03:00:00,2024,281,3,10.5,27.5,47,-24
2024-10-07 04:00:00,2024,281,4,9.4,34.5,47,-23
2024-10-07 05:00:00,2024,281,5,9.2,31.5,47,-27
2024-10-07 06:00:00,2024,281,6,8.6,25.9,30,-21
2024-10-07 07:00:00,2024,281,7,8.7,18.4,30,-12
2024-10-07 08:00:00,2024,281,8,9.6,13.4,30,-12
2024-10-07 09:00:00,2024,281,9,11.0,7.0,53,-8
2024-10-07 10:00:00,2024,281,10,10.9,10.8,53,-9
2024-10-07 11:00:00,2024,281,11,12.6,15.3,53,-23
2024-10-07 12:00:00,2024,281,12,13.2,10.3,57,-47
2024-10-07 13:00:00,2024,281,13,13.2,10.2,57,-35
2024-10-07 14:00:00,2024,281,14,13.1,9.5,57,-28
2024-10-07 15:00:00,2024,281,15,15.2,11.5,47,-33
2024-10-07 16:00:00,2024,281,16,15.4,11.9,47,-41
2024-10-07 17:00:00,2024,281,17,15.2,13.4,47,-59
2024-10-07 18:00:00,2024,281,18,14.6,13.6,63,-71
2024-10-07 19:00:00,2024,281,19,13.8,12.4,63,-72
2024-10-07 20:00:00,2024,281,20,12.7,11.7,63,-96
2024-10-07 21:00:00,2024,281,21,7.3,23.2,57,-82
2024-10-07 22:00:00,2024,281,22,7.4,31.1,57,-69
2024-10-07 23:00:00,2024,281,23,13.0,18.8,57,-73
2024-10-08 00:00:00,2024,282,0,15.1,14.9,67,-95
2024-10-08 01:00:00,2024,282,1,14.8,13.6,67,-107
2024-10-08 02:00:00,2024,282,2,15.5,11.3,67,-106
2024-10-08 03:00:00,2024,282,3,16.1,10.5,70,-116
2024-10-08 04:00:00,2024,282,4,16.2,11.4,70,-135
2024-10-08 05:00:00,2024,282,5,15.4,13.2,70,-135
2024-10-08 06:00:00,2024,282,6,16.3,8.2,57,-136
2024-10-08 07:00:00,2024,282,7,16.2,7.6,57,-148
2024-10-08 08:00:00,2024,282,8,16.4,6.1,57,-135
2024-10-08 09:00:00,2024,282,9,15.0,7.0,40,-104
2024-10-08 10:00:00,2024,282,10,14.0,7.8,40,-98
2024-10-08 11:00:00,2024,282,11,13.6,7.8,40,-100
2024-10-08 12:00:00,2024,282,12,12.7,8.6,33,-98
2024-10-08 13:00:00,2024,282,13,11.2,9.9,33,-82
2024-10-08 14:00:00,2024,282,14,10.9,10.0,33,-75
2024-10-08 15:00:00,2024,282,15,10.7,10.0,37,-72
2024-10-08 16:00:00,2024,282,16,10.1,8.1,37,-72
2024-10-08 17:00:00,2024,282,17,10.3,7.2,37,-68
2024-10-08 18:00:00,2024,282,18,10.0,7.1,40,-63
2024-10-08 19:00:00,2024,282,19,9.7,7.3,40,-66
2024-10-08 20:00:00,2024,282,20,10.1,8.7,40,-60
2024-10-08 21:00:00,2024,282,21,9.6,8.9,43,-53
2024-10-08 22:00:00,2024,282,22,9.2,7.3,43,-54
2024-10-08 23:00:00,2024,282,23,9.3,7.4,43,-66
2024-10-09 00:00:00,2024,283,0,9.2,7.3,40,-75
2024-10-09 01:00:00,2024,283,1,7.3,7.9,40,-77
2024-10-09 02:00:00,2024,283,2,6.5,7.0,40,-70
2024-10-09 03:00:00,2024,283,3,7.3,6.5,43,-66
2024-10-09 04:00:00,2024,283,4,8.2,5.9,43,-76
2024-10-09 05:00:00,2024,283,5,6.4,5.6,43,-83
2024-10-09 06:00:00,2024,283,6,6.5,5.6,37,-66
2024-10-09 07:00:00,2024,283,7,6.5,5.1,37,-56
2024-10-09 08:00:00,2024,283,8,5.7,4.9,37,-59
2024-10-09 09:00:00,2024,283,9,6.1,4.4,30,-58
2024-10-09 10:00:00,2024,283,10,6.3,4.3,30,-56
2024-10-09 11:00:00,2024,283,11,6.1,4.3,30,-56
2024-10-09 12:00:00,2024,283,12,5.7,4.8,33,-52
2024-10-09 13:00:00,2024,283,13,5.5,4.4,33,-53
2024-10-09 14:00:00,2024,283,14,5.9,3.9,33,-51
2024-10-09 15:00:00,2024,283,15,5.4,4.5,27,-52
2024-10-09 16:00:00,2024,283,16,5.4,4.5,27,-46
2024-10-09 17:00:00,2024,283,17,5.5,4.3,27,-40
2024-10-09 18:00:00,2024,283,18,5.5,3.5,20,-36
2024-10-09 19:00:00,2024,283,19,5.7,3.1,20,-34
2024-10-09 20:00:00,2024,283,20,5.5,3.9,20,-33
2024-10-09 21:00:00,2024,283,21,5.6,3.5,23,-35
2024-10-09 22:00:00,2024,283,22,5.6,3.3,23,-34
2024-10-09 23:00:00,2024,283,23,5.4,3.6,23,-32
2024-10-10 00:00:00,2024,284,0,5.8,3.4,20,-32
2024-10-10 01:00:00,2024,284,1,5.5,3.4,20,-32
2024-10-10 02:00:00,2024,284,2,5.4,3.9,20,-32
2024-10-10 03:00:00,2024,284,3,5.6,3.7,27,-32
2024-10-10 04:00:00,2024,284,4,6.0,4.2,27,-30
2024-10-10 05:00:00,2024,284,5,6.0,3.8,27,-23
2024-10-10 06:00:00,2024,284,6,6.3,3.4,13,-18
2024-10-10 07:00:00,2024,284,7,6.0,3.7,13,-14
2024-10-10 08:00:00,2024,284,8,5.2,3.9,13,-12
2024-10-10 09:00:00,2024,284,9,5.6,3.4,27,-10
2024-10-10 10:00:00,2024,284,10,5.5,4.3,27,-11
2024-10-10 11:00:00,2024,284,11,5.5,4.3,27,-9
2024-10-10 12:00:00,2024,284,12,6.3,3.7,37,-6
2024-10-10 13:00:00,2024,284,13,8.0,4.6,37,-12
2024-10-10 14:00:00,2024,284,14,8.8,5.3,37,-13
2024-10-10 15:00:00,2024,284,15,18.3,16.7,77,47
2024-10-10 16:00:00,2024,284,16,30.3,33.2,77,12
2024-10-10 17:00:00,2024,284,17,32.0,34.0,77,-50
2024-10-10 18:00:00,2024,284,18,26.9,30.0,83,-112
2024-10-10 19:00:00,2024,284,19,32.4,21.2,83,-176
2024-10-10 20:00:00,2024,284,20,30.7,29.3,83,-201
2024-10-10 21:00:00,2024,284,21,19.8,35.5,87,-220
2024-10-10 22:00:00,2024,284,22,38.1,17.8,87,-243
2024-10-10 23:00:00,2024,284,23,43.7,7.3,87,-303
2024-10-11 00:00:00,2024,285,0,40.6,6.0,83,-308
2024-10-11 01:00:00,2024,285,1,36.9,8.9,83,-333
2024-10-11 02:00:00,2024,285,2,34.8,5.1,83,-296
2024-10-11 03:00:00,2024,285,3,34.1,3.4,77,-283
2024-10-11 04:00:00,2024,285,4,33.8,3.7,77,-276
2024-10-11 05:00:00,2024,285,5,33.3,2.9,77,-270
2024-10-11 06:00:00,2024,285,6,28.7,5.1,77,-271
2024-10-11 07:00:00,2024,285,7,29.3,5.0,77,-261
2024-10-11 08:00:00,2024,285,8,26.1,5.2,77,-244
2024-10-11 09:00:00,2024,285,9,22.1,7.0,77,-259
2024-10-11 10:00:00,2024,285,10,20.0,8.7,77,-224
2024-10-11 11:00:00,2024,285,11,11.2,5.8,77,-209
2024-10-11 12:00:00,2024,285,12,10.3,3.9,63,-189
2024-10-11 13:00:00,2024,285,13,9.7,4.7,63,-179
2024-10-11 14:00:00,2024,285,14,9.8,5.9,63,-169
2024-10-11 15:00:00,2024,285,15,10.2,4.4,40,-146
2024-10-11 16:00:00,2024,285,16,9.9,5.8,40,-134
2024-10-11 17:00:00,2024,285,17,9.9,4.6,40,-118
2024-10-11 18:00:00,2024,285,18,10.1,3.9,30,-109
2024-10-11 19:00:00,2024,285,19,10.0,4.4,30,-102
2024-10-11 20:00:00,2024,285,20,10.7,4.0,30,-99
2024-10-11 21:00:00,2024,285,21,11.0,3.8,33,-94
2024-10-11 22:00:00,2024,285,22,11.7,3.4,33,-90
2024-10-11 23:00:00,2024,285,23,11.1,5.2,33,-74
2024-10-12 00:00:00,2024,286,0,11.1,4.5,33,-68
2024-10-12 01:00:00,2024,286,1,10.1,2.2,33,-71
2024-10-12 02:00:00,2024,286,2,9.4,1.6,33,-72
2024-10-12 03:00:00,2024,286,3,10.0,0.6,17,-77
2024-10-12 04:00:00,2024,286,4,9.1,0.8,17,-76
2024-10-12 05:00:00,2024,286,5,7.4,1.1,17,-74
2024-10-12 06:00:00,2024,286,6,6.9,2.4,23,-66
2024-10-12 07:00:00,2024,286,7,6.1,0.7,23,-71
2024-10-12 08:00:00,2024,286,8,5.6,0.9,23,-67
2024-10-12 09:00:00,2024,286,9,5.8,0.8,47,-63
2024-10-12 10:00:00,2024,286,10,6.1,1.9,47,-67
2024-10-12 11:00:00,2024,286,11,7.0,1.0,47,-74
2024-10-12 12:00:00,2024,286,12,4.4,4.9,40,-54
2024-10-12 13:00:00,2024,286,13,3.8,4.5,40,-55
2024-10-12 14:00:00,2024,286,14,3.8,3.5,40,-55
2024-10-12 15:00:00,2024,286,15,4.5,0.9,30,-64
2024-10-12 16:00:00,2024,286,16,4.4,0.7,30,-62
2024-10-12 17:00:00,2024,286,17,4.0,1.7,30,-55
2024-10-12 18:00:00,2024,286,18,3.8,2.3,30,-52
2024-10-12 19:00:00,2024,286,19,2.1,4.7,30,-45
2024-10-12 20:00:00,2024,286,20,1.7,4.7,30,-40
2024-10-12 21:00:00,2024,286,21,4.1,2.3,27,-42
2024-10-12 22:00:00,2024,286,22,4.7,1.5,27,-44
2024-10-12 23:00:00,2024,286,23,4.6,1.8,27,-41
2024-10-13 00:00:00,2024,287,0,4.8,2.0,3,-39
2024-10-13 01:00:00,2024,287,1,4.8,2.4,3,-38
2024-10-13 02:00:00,2024,287,2,4.9,3.1,3,-36
2024-10-13 03:00:00,2024,287,3,5.1,3.0,0,-35
2024-10-13 04:00:00,2024,287,4,5.2,3.7,0,-36
2024-10-13 05:00:00,2024,287,5,5.2,4.1,0,-35
2024-10-13 06:00:00,2024,287,6,5.1,3.9,3,-32
2024-10-13 07:00:00,2024,287,7,5.2,3.2,3,-31
2024-10-13 08:00:00,2024,287,8,5.0,2.8,3,-29
2024-10-13 09:00:00,2024,287,9,5.1,2.9,13,-26
2024-10-13 10:00:00,2024,287,10,3.6,3.0,13,-25
2024-10-13 11:00:00,2024,287,11,4.5,2.5,13,-27
2024-10-13 12:00:00,2024,287,12,4.5,1.6,17,-26
2024-10-13 13:00:00,2024,287,13,4.4,1.8,17,-29
2024-10-13 14:00:00,2024,287,14,4.3,1.5,17,-33
2024-10-13 15:00:00,2024,287,15,4.2,1.4,10,-36
2024-10-13 16:00:00,2024,287,16,4.2,1.9,10,-34
2024-10-13 17:00:00,2024,287,17,4.0,2.3,10,-32
2024-10-13 18:00:00,2024,287,18,3.3,2.7,17,-26
2024-10-13 19:00:00,2024,287,19,3.7,2.8,17,-22
2024-10-13 20:00:00,2024,287,20,3.8,3.0,17,-23
2024-10-13 21:00:00,2024,287,21,3.2,3.6,10,-23
2024-10-13 22:00:00,2024,287,22,2.6,4.1,10,-18
2024-10-13 23:00:00,2024,287,23,2.7,4.3,10,-15
2024-10-14 00:00:00,2024,288,0,3.6,4.3,7,-12
2024-10-14 01:00:00,2024,288,1,3.5,4.7,7,-9
2024-10-14 02:00:00,2024,288,2,2.8,4.4,7,-9
2024-10-14 03:00:00,2024,288,3,4.1,3.7,7,-16
2024-10-14 04:00:00,2024,288,4,4.6,2.8,7,-19
2024-10-14 05:00:00,2024,288,5,4.6,3.0,7,-20
2024-10-14 06:00:00,2024,288,6,4.4,3.1,13,-16
2024-10-14 07:00:00,2024,288,7,3.9,3.9,13,-17
2024-10-14 08:00:00,2024,288,8,2.5,5.3,13,-12
2024-10-14 09:00:00,2024,288,9,3.0,5.5,7,-9
2024-10-14 10:00:00,2024,288,10,3.3,5.0,7,-11
2024-10-14 11:00:00,2024,288,11,3.4,4.9,7,-11
2024-10-14 12:00:00,2024,288,12,3.4,5.2,7,-10
2024-10-14 13:00:00,2024,288,13,4.0,4.8,7,-10
2024-10-14 14:00:00,2024,288,14,4.4,4.2,7,-13
2024-10-14 15:00:00,2024,288,15,4.4,4.2,7,-11
2024-10-14 16:00:00,2024,288,16,4.6,3.7,7,-12
2024-10-14 17:00:00,2024,288,17,4.8,4.6,7,-12
2024-10-14 18:00:00,2024,288,18,7.9,7.9,23,-5
2024-10-14 19:00:00,2024,288,19,9.5,5.3,23,-9
2024-10-14 20:00:00,2024,288,20,9.2,5.1,23,-13
2024-10-14 21:00:00,2024,288,21,8.9,5.6,37,-14
2024-10-14 22:00:00,2024,288,22,8.3,6.6,37,-18
2024-10-14 23:00:00,2024,288,23,7.7,6.8,37,-20
2024-10-15 00:00:00,2024,289,0,7.6,6.3,23,-26
2024-10-15 01:00:00,2024,289,1,7.2,6.3,23,-31
2024-10-15 02:00:00,2024,289,2,6.9,6.6,23,-29
2024-10-15 03:00:00,2024,289,3,7.1,6.4,23,-34
2024-10-15 04:00:00,2024,289,4,7.0,6.6,23,-31
2024-10-15 05:00:00,2024,289,5,6.7,7.6,23,-29
2024-10-15 06:00:00,2024,289,6,6.7,6.6,33,-28
2024-10-15 07:00:00,2024,289,7,6.7,6.0,33,-34
2024-10-15 08:00:00,2024,289,8,6.5,5.7,33,-31
2024-10-15 09:00:00,2024,289,9,6.5,5.4,23,-32
2024-10-15 10:00:00,2024,289,10,6.4,5.9,23,-28
2024-10-15 11:00:00,2024,289,11,7.2,5.3,23,-19
2024-10-15 12:00:00,2024,289,12,6.1,5.9,27,-14
2024-10-15 13:00:00,2024,289,13,6.1,6.2,27,-16
2024-10-15 14:00:00,2024,289,14,6.4,6.2,27,-15
2024-10-15 15:00:00,2024,289,15,7.0,5.7,33,-15
2024-10-15 16:00:00,2024,289,16,7.8,5.6,33,-19
2024-10-15 17:00:00,2024,289,17,7.9,5.6,33,-21
2024-10-15 18:00:00,2024,289,18,7.9,6.3,20,-31
2024-10-15 19:00:00,2024,289,19,8.2,6.1,20,-28
2024-10-15 20:00:00,2024,289,20,8.5,6.4,20,-24
2024-10-15 21:00:00,2024,289,21,8.8,6.6,20,-20
2024-10-15 22:00:00,2024,289,22,8.9,7.3,20,-16
2024-10-15 23:00:00,2024,289,23,8.7,7.7,20,-17
2024-10-16 00:00:00,2024,290,0,8.6,7.6,17,-14
2024-10-16 01:00:00,2024,290,1,8.5,7.9,17,-16
2024-10-16 02:00:00,2024,290,2,8.9,8.1,17,-13
2024-10-16 03:00:00,2024,290,3,9.3,7.8,27,-18
2024-10-16 04:00:00,2024,290,4,10.0,7.8,27,-23
2024-10-16 05:00:00,2024,290,5,9.8,7.8,27,-18
2024-10-16 06:00:00,2024,290,6,9.5,6.2,30,-22
2024-10-16 07:00:00,2024,290,7,9.4,5.8,30,-27
2024-10-16 08:00:00,2024,290,8,9.2,6.2,30,-19
2024-10-16 09:00:00,2024,290,9,8.7,7.2,30,-24
2024-10-16 10:00:00,2024,290,10,8.4,6.8,30,-21
2024-10-16 11:00:00,2024,290,11,8.9,6.3,30,-14
2024-10-16 12:00:00,2024,290,12,7.9,6.6,27,-12
2024-10-16 13:00:00,2024,290,13,7.5,5.6,27,-10
2024-10-16 14:00:00,2024,290,14,8.2,5.5,27,-14
2024-10-16 15:00:00,2024,290,15,8.7,4.4,30,-13
2024-10-16 16:00:00,2024,290,16,8.1,4.6,30,-15
2024-10-16 17:00:00,2024,290,17,8.0,4.7,30,-23
2024-10-16 18:00:00,2024,290,18,7.9,4.9,30,-23
2024-10-16 19:00:00,2024,290,19,7.5,5.3,30,-21
2024-10-16 20:00:00,2024,290,20,7.1,5.0,30,-23
2024-10-16 21:00:00,2024,290,21,6.6,5.0,27,-24
2024-10-16 22:00:00,2024,290,22,6.4,5.0,27,-21
2024-10-16 23:00:00,2024,290,23,6.5,4.9,27,-17
2024-10-17 00:00:00,2024,291,0,5.7,5.0,27,-14
2024-10-17 01:00:00,2024,291,1,6.1,4.8,27,-19
2024-10-17 02:00:00,2024,291,2,6.9,4.9,27,-20
2024-10-17 03:00:00,2024,291,3,6.7,5.6,30,-21
2024-10-17 04:00:00,2024,291,4,5.9,6.2,30,-20
2024-10-17 05:00:00,2024,291,5,5.9,5.6,30,-28
2024-10-17 06:00:00,2024,291,6,6.6,5.4,17,-24
2024-10-17 07:00:00,2024,291,7,6.8,5.7,17,-15
2024-10-17 08:00:00,2024,291,8,6.7,6.4,17,-12
2024-10-17 09:00:00,2024,291,9,6.7,6.8,7,-9
2024-10-17 10:00:00,2024,291,10,6.6,6.5,7,-9
2024-10-17 11:00:00,2024,291,11,6.6,6.8,7,-6
2024-10-17 12:00:00,2024,291,12,6.6,7.2,3,-6
2024-10-17 13:00:00,2024,291,13,5.6,7.0,3,-6
2024-10-17 14:00:00,2024,291,14,5.7,999.9,3,-6
2024-10-17 15:00:00,2024,291,15,5.5,6.8,13,-7
2024-10-17 16:00:00,2024,291,16,4.9,6.0,13,-8
2024-10-17 17:00:00,2024,291,17,5.2,6.1,13,-8
2024-10-17 18:00:00,2024,291,18,5.9,5.9,23,-8
2024-10-17 19:00:00,2024,291,19,6.4,6.4,23,-9
2024-10-17 20:00:00,2024,291,20,6.6,6.5,23,-9
2024-10-17 21:00:00,2024,291,21,6.9,5.9,20,-8
2024-10-17 22:00:00,2024,291,22,6.7,5.6,20,-9
2024-10-17 23:00:00,2024,291,23,6.0,5.5,20,-14
2024-10-18 00:00:00,2024,292,0,6.5,5.8,30,-15
2024-10-18 01:00:00,2024,292,1,6.9,6.5,30,-21
2024-10-18 02:00:00,2024,292,2,7.2,6.9,30,-26
2024-10-18 03:00:00,2024,292,3,7.4,7.2,23,-23
2024-10-18 04:00:00,2024,292,4,7.5,7.2,23,-19
2024-10-18 05:00:00,2024,292,5,7.5,6.7,23,-20
2024-10-18 06:00:00,2024,292,6,7.7,6.6,3,-13
2024-10-18 07:00:00,2024,292,7,7.5,6.5,3,-9
2024-10-18 08:00:00,2024,292,8,7.5,6.7,3,-5
2024-10-18 09:00:00,2024,292,9,7.8,7.1,10,-2
2024-10-18 10:00:00,2024,292,10,8.5,6.9,10,-5
2024-10-18 11:00:00,2024,292,11,8.9,7.5,10,-2
2024-10-18 12:00:00,2024,292,12,9.2,8.5,27,0
2024-10-18 13:00:00,2024,292,13,9.5,9.6,27,3
2024-10-18 14:00:00,2024,292,14,10.2,10.5,27,2
2024-10-18 15:00:00,2024,292,15,10.5,11.1,33,-1
