UTC_Time,YEAR,DOY,Hour,Scalar_B_nT,SW_Proton_Density_N_cm3,Kp_index,Dst_index_nT
2024-10-18 16:00:00,2024,292,16,11.5,12.0,33,-6
2024-10-18 17:00:00,2024,292,17,11.5,12.6,33,-20
2024-10-18 18:00:00,2024,292,18,11.7,16.9,30,-20
2024-10-18 19:00:00,2024,292,19,11.2,19.0,30,-12
2024-10-18 20:00:00,2024,292,20,10.8,20.9,30,-5
2024-10-18 21:00:00,2024,292,21,10.4,20.4,37,-13
2024-10-18 22:00:00,2024,292,22,10.9,20.7,37,-15
2024-10-18 23:00:00,2024,292,23,9.6,21.4,37,-11
2024-10-19 00:00:00,2024,293,0,9.2,22.1,50,-25
2024-10-19 01:00:00,2024,293,1,8.7,22.0,50,-29
2024-10-19 02:00:00,2024,293,2,10.2,21.7,50,-30
2024-10-19 03:00:00,2024,293,3,10.2,14.6,47,-39
2024-10-19 04:00:00,2024,293,4,10.8,7.1,47,-41
2024-10-19 05:00:00,2024,293,5,10.1,8.1,47,-47
2024-10-19 06:00:00,2024,293,6,9.4,8.6,37,-41
2024-10-19 07:00:00,2024,293,7,8.7,8.4,37,-39
2024-10-19 08:00:00,2024,293,8,7.4,9.7,37,-34
2024-10-19 09:00:00,2024,293,9,8.0,10.4,33,-31
2024-10-19 10:00:00,2024,293,10,7.2,9.6,33,-30
2024-10-19 11:00:00,2024,293,11,7.1,8.6,33,-20
2024-10-19 12:00:00,2024,293,12,6.1,7.7,30,-15
2024-10-19 13:00:00,2024,293,13,5.5,6.3,30,-18
2024-10-19 14:00:00,2024,293,14,5.0,6.0,30,-24
2024-10-19 15:00:00,2024,293,15,5.1,5.3,20,-24
2024-10-19 16:00:00,2024,293,16,5.4,5.3,20,-25
2024-10-19 17:00:00,2024,293,17,6.6,4.0,20,-30
2024-10-19 18:00:00,2024,293,18,6.9,4.1,40,-29
2024-10-19 19:00:00,2024,293,19,6.7,5.0,40,-25
2024-10-19 20:00:00,2024,293,20,6.2,5.9,40,-34
2024-10-19 21:00:00,2024,293,21,5.1,7.6,37,-37
2024-10-19 22:00:00,2024,293,22,5.3,6.4,37,-30
2024-10-19 23:00:00,2024,293,23,4.9,7.2,37,-25
2024-10-20 00:00:00,2024,294,0,4.6,8.7,30,-21
2024-10-20 01:00:00,2024,294,1,6.0,6.0,30,-24
2024-10-20 02:00:00,2024,294,2,3.8,10.1,30,-22
2024-10-20 03:00:00,2024,294,3,3.9,9.9,20,-21
2024-10-20 04:00:00,2024,294,4,4.0,10.0,20,-18
2024-10-20 05:00:00,2024,294,5,3.8,10.8,20,-16
2024-10-20 06:00:00,2024,294,6,3.9,11.0,17,-8
2024-10-20 07:00:00,2024,294,7,4.0,11.5,17,-5
2024-10-20 08:00:00,2024,294,8,4.1,11.0,17,-3
2024-10-20 09:00:00,2024,294,9,4.4,11.2,3,-1
2024-10-20 10:00:00,2024,294,10,3.8,10.8,3,-1
2024-10-20 11:00:00,2024,294,11,4.8,9.3,3,2
2024-10-20 12:00:00,2024,294,12,4.7,9.2,7,3
2024-10-20 13:00:00,2024,294,13,2.4,10.2,7,3
2024-10-20 14:00:00,2024,294,14,2.3,10.0,7,2
2024-10-20 15:00:00,2024,294,15,2.9,9.9,7,2
2024-10-20 16:00:00,2024,294,16,3.2,9.6,7,4
2024-10-20 17:00:00,2024,294,17,3.5,8.3,7,1
2024-10-20 18:00:00,2024,294,18,2.8,8.6,7,0
2024-10-20 19:00:00,2024,294,19,4.2,6.9,7,-1
2024-10-20 20:00:00,2024,294,20,3.5,7.8,7,0
2024-10-20 21:00:00,2024,294,21,3.5,8.9,13,-1
2024-10-20 22:00:00,2024,294,22,3.4,8.8,13,1
2024-10-20 23:00:00,2024,294,23,3.5,9.2,13,4
2024-10-21 00:00:00,2024,295,0,2.7,9.4,3,6
2024-10-21 01:00:00,2024,295,1,3.7,9.8,3,2
2024-10-21 02:00:00,2024,295,2,4.2,999.9,3,3
2024-10-21 03:00:00,2024,295,3,4.2,999.9,3,1
2024-10-21 04:00:00,2024,295,4,4.0,999.9,3,0
2024-10-21 05:00:00,2024,295,5,3.9,999.9,3,2
2024-10-21 06:00:00,2024,295,6,3.9,999.9,13,3
2024-10-21 07:00:00,2024,295,7,3.9,999.9,13,3
2024-10-21 08:00:00,2024,295,8,4.4,999.9,13,0
2024-10-21 09:00:00,2024,295,9,4.7,999.9,13,-2
2024-10-21 10:00:00,2024,295,10,5.1,999.9,13,-3
2024-10-21 11:00:00,2024,295,11,4.6,999.9,13,1
2024-10-21 12:00:00,2024,295,12,5.7,999.9,10,4
2024-10-21 13:00:00,2024,295,13,5.6,999.9,10,7
2024-10-21 14:00:00,2024,295,14,5.5,999.9,10,8
2024-10-21 15:00:00,2024,295,15,4.4,999.9,17,10
2024-10-21 16:00:00,2024,295,16,3.7,999.9,17,15
2024-10-21 17:00:00,2024,295,17,5.2,999.9,17,14
2024-10-21 18:00:00,2024,295,18,5.1,999.9,17,12
2024-10-21 19:00:00,2024,295,19,4.1,999.9,17,7
2024-10-21 20:00:00,2024,295,20,3.5,999.9,17,6
2024-10-21 21:00:00,2024,295,21,3.5,999.9,20,10
2024-10-21 22:00:00,2024,295,22,2.9,999.9,20,8
2024-10-21 23:00:00,2024,295,23,3.4,999.9,20,3
2024-10-22 00:00:00,2024,296,0,4.0,999.9,13,-3
2024-10-22 01:00:00,2024,296,1,3.5,999.9,13,-6
2024-10-22 02:00:00,2024,296,2,3.6,999.9,13,-5
2024-10-22 03:00:00,2024,296,3,3.6,999.9,17,-1
2024-10-22 04:00:00,2024,296,4,4.1,999.9,17,-3
2024-10-22 05:00:00,2024,296,5,4.6,999.9,17,-7
2024-10-22 06:00:00,2024,296,6,5.9,999.9,17,-7
2024-10-22 07:00:00,2024,296,7,5.9,999.9,17,-10
2024-10-22 08:00:00,2024,296,8,4.7,999.9,17,-11
2024-10-22 09:00:00,2024,296,9,5.7,999.9,20,-5
2024-10-22 10:00:00,2024,296,10,5.9,999.9,20,-1
2024-10-22 11:00:00,2024,296,11,6.2,999.9,20,1
2024-10-22 12:00:00,2024,296,12,7.3,999.9,23,-2
2024-10-22 13:00:00,2024,296,13,7.5,999.9,23,-9
2024-10-22 14:00:00,2024,296,14,7.8,999.9,23,-15
2024-10-22 15:00:00,2024,296,15,7.8,999.9,30,-18
2024-10-22 16:00:00,2024,296,16,7.3,999.9,30,-24
2024-10-22 17:00:00,2024,296,17,7.5,999.9,30,-29
2024-10-22 18:00:00,2024,296,18,7.5,999.9,20,-28
2024-10-22 19:00:00,2024,296,19,7.3,999.9,20,-29
2024-10-22 20:00:00,2024,296,20,6.8,999.9,20,-29
2024-10-22 21:00:00,2024,296,21,6.3,999.9,17,-22
2024-10-22 22:00:00,2024,296,22,5.9,999.9,17,-13
2024-10-22 23:00:00,2024,296,23,5.9,999.9,17,-8
2024-10-23 00:00:00,2024,297,0,6.8,999.9,17,-3
2024-10-23 01:00:00,2024,297,1,7.4,21.1,17,-2
2024-10-23 02:00:00,2024,297,2,7.1,24.8,17,4
2024-10-23 03:00:00,2024,297,3,8.7,25.1,27,1
2024-10-23 04:00:00,2024,297,4,11.5,17.9,27,-3
2024-10-23 05:00:00,2024,297,5,11.5,20.7,27,5
2024-10-23 06:00:00,2024,297,6,10.8,28.3,17,10
2024-10-23 07:00:00,2024,297,7,8.0,33.3,17,7
2024-10-23 08:00:00,2024,297,8,5.3,36.4,17,10
2024-10-23 09:00:00,2024,297,9,5.4,35.9,30,13
2024-10-23 10:00:00,2024,297,10,6.7,30.5,30,11
2024-10-23 11:00:00,2024,297,11,8.6,15.7,30,2
2024-10-23 12:00:00,2024,297,12,9.1,9.4,27,1
2024-10-23 13:00:00,2024,297,13,8.0,9.4,27,3
2024-10-23 14:00:00,2024,297,14,7.4,7.5,27,5
2024-10-23 15:00:00,2024,297,15,7.7,7.2,7,6
2024-10-23 16:00:00,2024,297,16,7.4,7.4,7,4
2024-10-23 17:00:00,2024,297,17,7.6,7.3,7,-1
2024-10-23 18:00:00,2024,297,18,6.4,7.6,20,-4
2024-10-23 19:00:00,2024,297,19,5.1,8.4,20,-1
2024-10-23 20:00:00,2024,297,20,4.9,9.1,20,-1
2024-10-23 21:00:00,2024,297,21,5.1,10.4,13,-1
2024-10-23 22:00:00,2024,297,22,5.7,11.4,13,0
2024-10-23 23:00:00,2024,297,23,6.0,11.5,13,0
2024-10-24 00:00:00,2024,298,0,6.8,11.2,27,2
2024-10-24 01:00:00,2024,298,1,7.4,11.0,27,1
2024-10-24 02:00:00,2024,298,2,7.5,9.4,27,-3
2024-10-24 03:00:00,2024,298,3,6.2,9.6,43,-12
2024-10-24 04:00:00,2024,298,4,6.6,9.8,43,-13
2024-10-24 05:00:00,2024,298,5,6.8,8.8,43,-17
2024-10-24 06:00:00,2024,298,6,6.8,6.9,33,-22
2024-10-24 07:00:00,2024,298,7,5.1,6.2,33,-24
2024-10-24 08:00:00,2024,298,8,4.7,6.9,33,-24
2024-10-24 09:00:00,2024,298,9,4.2,6.5,17,-23
2024-10-24 10:00:00,2024,298,10,4.3,6.2,17,-21
2024-10-24 11:00:00,2024,298,11,4.0,6.4,17,-13
2024-10-24 12:00:00,2024,298,12,3.8,6.8,10,-8
2024-10-24 13:00:00,2024,298,13,3.6,7.1,10,-3
2024-10-24 14:00:00,2024,298,14,3.7,7.2,10,-3
2024-10-24 15:00:00,2024,298,15,3.7,7.4,13,-3
2024-10-24 16:00:00,2024,298,16,3.6,7.8,13,-1
2024-10-24 17:00:00,2024,298,17,4.1,7.8,13,-1
2024-10-24 18:00:00,2024,298,18,4.9,8.0,17,-7
2024-10-24 19:00:00,2024,298,19,4.6,8.1,17,-8
2024-10-24 20:00:00,2024,298,20,4.4,8.6,17,-10
2024-10-24 21:00:00,2024,298,21,3.9,9.9,20,-10
2024-10-24 22:00:00,2024,298,22,3.6,11.8,20,-4
2024-10-24 23:00:00,2024,298,23,3.7,10.8,20,1
2024-10-25 00:00:00,2024,299,0,4.0,11.7,10,3
2024-10-25 01:00:00,2024,299,1,4.1,11.7,10,3
2024-10-25 02:00:00,2024,299,2,4.4,11.1,10,4
2024-10-25 03:00:00,2024,299,3,4.4,11.4,3,6
2024-10-25 04:00:00,2024,299,4,4.1,11.9,3,6
2024-10-25 05:00:00,2024,299,5,3.7,12.0,3,6
2024-10-25 06:00:00,2024,299,6,5.3,8.5,0,10
2024-10-25 07:00:00,2024,299,7,5.5,8.7,0,12
2024-10-25 08:00:00,2024,299,8,5.3,9.2,0,13
2024-10-25 09:00:00,2024,299,9,5.6,9.5,0,13
2024-10-25 10:00:00,2024,299,10,5.3,9.1,0,14
2024-10-25 11:00:00,2024,299,11,5.3,9.9,0,16
2024-10-25 12:00:00,2024,299,12,5.3,10.2,3,15
2024-10-25 13:00:00,2024,299,13,5.4,10.1,3,16
2024-10-25 14:00:00,2024,299,14,5.5,9.8,3,16
2024-10-25 15:00:00,2024,299,15,5.7,10.0,3,16
2024-10-25 16:00:00,2024,299,16,5.7,9.8,3,16
2024-10-25 17:00:00,2024,299,17,5.6,9.3,3,14
2024-10-25 18:00:00,2024,299,18,6.3,9.0,3,12
2024-10-25 19:00:00,2024,299,19,7.0,9.2,3,13
2024-10-25 20:00:00,2024,299,20,7.3,9.8,3,13
2024-10-25 21:00:00,2024,299,21,6.9,11.4,10,15
2024-10-25 22:00:00,2024,299,22,6.7,12.7,10,14
2024-10-25 23:00:00,2024,299,23,6.4,12.7,10,10
2024-10-26 00:00:00,2024,300,0,5.3,13.9,10,12
2024-10-26 01:00:00,2024,300,1,6.0,13.8,10,15
2024-10-26 02:00:00,2024,300,2,5.9,15.4,10,19
2024-10-26 03:00:00,2024,300,3,6.6,14.3,0,16
2024-10-26 04:00:00,2024,300,4,6.8,15.2,0,14
2024-10-26 05:00:00,2024,300,5,6.5,15.5,0,14
2024-10-26 06:00:00,2024,300,6,6.1,16.8,7,18
2024-10-26 07:00:00,2024,300,7,6.7,16.6,7,21
2024-10-26 08:00:00,2024,300,8,7.4,18.5,7,21
2024-10-26 09:00:00,2024,300,9,6.8,22.1,10,25
2024-10-26 10:00:00,2024,300,10,7.8,21.1,10,24
2024-10-26 11:00:00,2024,300,11,7.6,22.2,10,21
2024-10-26 12:00:00,2024,300,12,10.3,25.2,27,25
2024-10-26 13:00:00,2024,300,13,13.5,24.2,27,26
2024-10-26 14:00:00,2024,300,14,12.6,17.5,27,19
2024-10-26 15:00:00,2024,300,15,14.0,14.2,30,19
2024-10-26 16:00:00,2024,300,16,17.6,13.7,30,30
2024-10-26 17:00:00,2024,300,17,21.2,15.3,30,25
2024-10-26 18:00:00,2024,300,18,22.5,14.4,40,20
2024-10-26 19:00:00,2024,300,19,24.3,12.4,40,14
2024-10-26 20:00:00,2024,300,20,24.3,14.0,40,-2
2024-10-26 21:00:00,2024,300,21,21.5,20.3,40,-6
2024-10-26 22:00:00,2024,300,22,17.9,17.1,40,9
2024-10-26 23:00:00,2024,300,23,17.1,19.8,40,3
2024-10-27 00:00:00,2024,301,0,19.8,15.4,27,0
2024-10-27 01:00:00,2024,301,1,21.0,12.0,27,5
2024-10-27 02:00:00,2024,301,2,20.7,11.2,27,8
2024-10-27 03:00:00,2024,301,3,19.8,11.5,17,10
2024-10-27 04:00:00,2024,301,4,18.3,10.8,17,9
2024-10-27 05:00:00,2024,301,5,17.7,8.5,17,7
2024-10-27 06:00:00,2024,301,6,16.0,9.5,10,9
2024-10-27 07:00:00,2024,301,7,14.1,10.3,10,9
2024-10-27 08:00:00,2024,301,8,12.9,10.7,10,5
2024-10-27 09:00:00,2024,301,9,11.9,10.7,27,3
2024-10-27 10:00:00,2024,301,10,10.2,10.2,27,0
2024-10-27 11:00:00,2024,301,11,10.0,8.5,27,2
2024-10-27 12:00:00,2024,301,12,9.9,8.1,20,4
2024-10-27 13:00:00,2024,301,13,9.4,8.3,20,1
2024-10-27 14:00:00,2024,301,14,8.6,9.5,20,-2
2024-10-27 15:00:00,2024,301,15,8.7,9.2,27,-7
2024-10-27 16:00:00,2024,301,16,8.3,9.0,27,-11
2024-10-27 17:00:00,2024,301,17,7.8,8.5,27,-19
2024-10-27 18:00:00,2024,301,18,7.6,7.9,27,-19
2024-10-27 19:00:00,2024,301,19,7.3,7.4,27,-17
2024-10-27 20:00:00,2024,301,20,7.0,7.8,27,-21
2024-10-27 21:00:00,2024,301,21,6.8,7.6,27,-17
2024-10-27 22:00:00,2024,301,22,6.5,7.2,27,-11
2024-10-27 23:00:00,2024,301,23,6.3,6.6,27,-8
2024-10-28 00:00:00,2024,302,0,6.5,6.3,27,-4
2024-10-28 01:00:00,2024,302,1,6.6,5.9,27,-6
2024-10-28 02:00:00,2024,302,2,6.6,6.1,27,-4
2024-10-28 03:00:00,2024,302,3,6.6,6.2,47,-5
2024-10-28 04:00:00,2024,302,4,6.5,6.7,47,-4
2024-10-28 05:00:00,2024,302,5,15.4,18.4,47,27
2024-10-28 06:00:00,2024,302,6,14.6,17.5,40,27
2024-10-28 07:00:00,2024,302,7,14.1,13.5,40,9
2024-10-28 08:00:00,2024,302,8,12.8,12.2,40,3
2024-10-28 09:00:00,2024,302,9,12.4,10.5,23,6
2024-10-28 10:00:00,2024,302,10,12.9,10.1,23,0
2024-10-28 11:00:00,2024,302,11,12.3,9.3,23,0
2024-10-28 12:00:00,2024,302,12,10.5,8.1,27,8
2024-10-28 13:00:00,2024,302,13,8.8,8.0,27,11
2024-10-28 14:00:00,2024,302,14,8.6,7.2,27,6
2024-10-28 15:00:00,2024,302,15,8.2,6.2,23,4
2024-10-28 16:00:00,2024,302,16,7.4,5.8,23,6
2024-10-28 17:00:00,2024,302,17,8.3,5.6,23,3
2024-10-28 18:00:00,2024,302,18,8.5,5.1,20,-4
2024-10-28 19:00:00,2024,302,19,8.0,4.8,20,-4
2024-10-28 20:00:00,2024,302,20,8.0,4.2,20,-1
2024-10-28 21:00:00,2024,302,21,8.1,4.1,23,-1
2024-10-28 22:00:00,2024,302,22,7.8,4.1,23,2
2024-10-28 23:00:00,2024,302,23,7.8,3.6,23,3
2024-10-29 00:00:00,2024,303,0,7.5,3.7,30,4
2024-10-29 01:00:00,2024,303,1,7.7,3.5,30,3
2024-10-29 02:00:00,2024,303,2,7.6,3.5,30,1
2024-10-29 03:00:00,2024,303,3,7.6,3.6,17,3
2024-10-29 04:00:00,2024,303,4,7.3,3.2,17,4
2024-10-29 05:00:00,2024,303,5,6.9,3.2,17,2
2024-10-29 06:00:00,2024,303,6,6.7,3.0,23,3
2024-10-29 07:00:00,2024,303,7,6.4,3.0,23,1
2024-10-29 08:00:00,2024,303,8,6.2,3.0,23,0
2024-10-29 09:00:00,2024,303,9,6.4,2.8,17,3
2024-10-29 10:00:00,2024,303,10,6.5,2.6,17,-2
2024-10-29 11:00:00,2024,303,11,6.6,2.7,17,-2
2024-10-29 12:00:00,2024,303,12,6.8,2.4,20,3
2024-10-29 13:00:00,2024,303,13,6.8,2.2,20,7
2024-10-29 14:00:00,2024,303,14,6.9,2.0,20,5
2024-10-29 15:00:00,2024,303,15,6.7,2.1,27,4
2024-10-29 16:00:00,2024,303,16,6.7,2.3,27,8
2024-10-29 17:00:00,2024,303,17,6.6,2.3,27,1
2024-10-29 18:00:00,2024,303,18,6.6,2.5,40,0
2024-10-29 19:00:00,2024,303,19,6.7,2.8,40,-3
2024-10-29 20:00:00,2024,303,20,6.5,2.8,40,-12
2024-10-29 21:00:00,2024,303,21,6.7,2.5,23,-15
2024-10-29 22:00:00,2024,303,22,6.7,2.6,23,-8
2024-10-29 23:00:00,2024,303,23,6.1,2.8,23,-5
2024-10-30 00:00:00,2024,304,0,6.0,2.5,37,-12
2024-10-30 01:00:00,2024,304,1,6.5,2.4,37,-22
2024-10-30 02:00:00,2024,304,2,7.7,2.3,37,-20
2024-10-30 03:00:00,2024,304,3,7.1,2.1,30,-15
2024-10-30 04:00:00,2024,304,4,7.4,2.1,30,-19
2024-10-30 05:00:00,2024,304,5,7.1,2.4,30,-24
2024-10-30 06:00:00,2024,304,6,7.7,2.2,33,-20
2024-10-30 07:00:00,2024,304,7,7.9,2.2,33,-18
2024-10-30 08:00:00,2024,304,8,7.8,2.3,33,-16
2024-10-30 09:00:00,2024,304,9,7.9,2.3,40,-29
2024-10-30 10:00:00,2024,304,10,7.7,2.2,40,-24
2024-10-30 11:00:00,2024,304,11,7.5,2.1,40,-15
2024-10-30 12:00:00,2024,304,12,7.4,2.3,30,-19
2024-10-30 13:00:00,2024,304,13,7.5,2.1,30,-15
2024-10-30 14:00:00,2024,304,14,7.6,2.0,30,-17
2024-10-30 15:00:00,2024,304,15,7.4,2.0,23,-14
2024-10-30 16:00:00,2024,304,16,7.5,1.9,23,-14
2024-10-30 17:00:00,2024,304,17,7.5,1.8,23,-14
2024-10-30 18:00:00,2024,304,18,7.6,1.6,17,-13
2024-10-30 19:00:00,2024,304,19,7.6,1.7,17,-8
2024-10-30 20:00:00,2024,304,20,7.8,1.5,17,-4
2024-10-30 21:00:00,2024,304,21,7.7,1.7,13,1
2024-10-30 22:00:00,2024,304,22,7.6,1.6,13,8
2024-10-30 23:00:00,2024,304,23,7.5,1.7,13,9
